loan_id,app_id,disbursed_date,customer_id,product_key,channel,partner_id,principal,tenor_months,annual_rate,monthly_installment
LN00002052,APP00003484,2024-05-06,SH0000574,cash_loan,digital_app,,6200000,28,0.3027,311000
LN00002053,APP00003485,2024-05-07,SH0000412,cash_loan,digital_app,,27000000,20,0.3471,1797000
LN00002054,APP00003486,2024-05-05,SH0003378,cash_loan,dsa,,15100000,8,0.2803,2091000
LN00002055,APP00003487,2024-05-06,SH0001378,cash_loan,digital_app,,26500000,33,0.3612,1278000
LN00002056,APP00003489,2024-05-04,SH0000846,cd_installment,digital_app,,3100000,9,0.2066,375000
LN00002057,APP00003490,2024-05-02,SH0002791,cash_loan,dsa,,61000000,23,0.2821,3464000
LN00002058,APP00003492,2024-05-07,SH0002235,credit_card_loan,dsa,,1700000,10,0.2747,192000
LN00002059,APP00003494,2024-05-08,SH0002119,cash_loan,dsa,,151600000,19,0.2996,10118000
LN00002060,APP00003495,2024-05-05,SH0001178,cash_loan,telesales,,146300000,33,0.3839,7242000
LN00002061,APP00003496,2024-05-05,SH0001008,credit_card_loan,telesales,,10500000,6,0.3067,1910000
LN00002062,APP00003499,2024-05-03,SH0000083,two_wheeler_loan,pos_partner,PTR016,11800000,28,0.2353,552000
LN00002063,APP00003500,2024-05-06,SH0001925,cd_installment,pos_partner,PTR006,31200000,9,0.2545,3845000
LN00002064,APP00003501,2024-05-06,SH0002747,cash_loan,telesales,,209100000,35,0.3359,9448000
LN00002065,APP00003502,2024-05-06,SH0001555,cash_loan,digital_app,,63700000,21,0.3705,4167000
LN00002066,APP00003504,2024-05-06,SH0003447,credit_card_loan,digital_app,,29700000,4,0.3646,7997000
LN00002067,APP00003505,2024-05-07,SH0002794,cash_loan,digital_app,,8700000,16,0.408,714000
LN00002068,APP00003506,2024-05-04,SH0002368,credit_card_loan,digital_app,,9800000,5,0.2548,2087000
LN00002069,APP00003507,2024-05-04,SH0002481,cash_loan,digital_app,,54000000,31,0.3838,2771000
LN00002070,APP00003508,2024-05-04,SH0002216,cash_loan,digital_app,,13800000,9,0.3861,1790000
LN00002071,APP00003511,2024-05-06,SH0002598,credit_card_loan,digital_app,,3200000,4,0.3453,858000
LN00002072,APP00003512,2024-05-06,SH0000855,credit_card_loan,digital_app,,7000000,11,0.3183,742000
LN00002073,APP00003513,2024-05-04,SH0003497,credit_card_loan,telesales,,27800000,12,0.2784,2681000
LN00002074,APP00003514,2024-05-04,SH0001702,cd_installment,pos_partner,PTR014,2500000,10,0.314,287000
LN00002075,APP00003515,2024-05-08,SH0003658,cash_loan,digital_app,,4200000,22,0.4125,275000
LN00002076,APP00003517,2024-05-03,SH0002807,cd_installment,pos_partner,PTR006,4200000,11,0.248,431000
LN00002077,APP00003518,2024-05-06,SH0002398,cd_installment,pos_partner,PTR006,6000000,8,0.256,824000
LN00002078,APP00003519,2024-05-05,SH0001163,cash_loan,dsa,,165000000,10,0.3075,18914000
LN00002079,APP00003520,2024-05-04,SH0001646,cd_installment,pos_partner,PTR002,27900000,7,0.3141,4414000
LN00002080,APP00003521,2024-05-06,SH0001115,two_wheeler_loan,pos_partner,PTR017,31900000,11,0.2389,3258000
LN00002081,APP00003522,2024-05-09,SH0002918,cd_installment,digital_app,,33600000,7,0.2608,5226000
LN00002082,APP00003524,2024-05-06,SH0001682,credit_card_loan,telesales,,1300000,9,0.2991,163000
LN00002083,APP00003525,2024-05-04,SH0003489,credit_card_loan,dsa,,1900000,10,0.3117,218000
LN00002084,APP00003526,2024-05-06,SH0001847,cash_loan,telesales,,7400000,25,0.3238,411000
LN00002085,APP00003527,2024-05-05,SH0002291,cash_loan,telesales,,4700000,26,0.3957,272000
LN00002086,APP00003529,2024-05-07,SH0000205,cd_installment,pos_partner,PTR005,12900000,23,0.3407,771000
LN00002087,APP00003530,2024-05-05,SH0001381,cd_installment,pos_partner,PTR006,5000000,9,0.3458,639000
LN00002088,APP00003532,2024-05-03,SH0001185,cd_installment,pos_partner,PTR005,13100000,21,0.2201,757000
LN00002089,APP00003533,2024-05-06,SH0001206,two_wheeler_loan,pos_partner,PTR016,12700000,19,0.2033,787000
LN00002090,APP00003536,2024-05-06,SH0002364,two_wheeler_loan,pos_partner,PTR015,44700000,13,0.2006,3854000
LN00002091,APP00003537,2024-05-08,SH0000591,cash_loan,dsa,,79500000,23,0.3212,4674000
LN00002092,APP00003539,2024-05-08,SH0003699,cash_loan,telesales,,8100000,29,0.3301,409000
LN00002093,APP00003540,2024-05-06,SH0000402,two_wheeler_loan,pos_partner,PTR017,10800000,12,0.1834,992000
LN00002094,APP00003541,2024-05-06,SH0001202,cash_loan,telesales,,148000000,12,0.3897,15089000
LN00002095,APP00003542,2024-05-07,SH0003529,cash_loan,telesales,,217700000,21,0.3789,14338000
LN00002096,APP00003543,2024-05-06,SH0002777,cd_installment,pos_partner,PTR005,3600000,15,0.2023,274000
LN00002097,APP00003544,2024-05-07,SH0002753,credit_card_loan,pos_partner,PTR024,6200000,4,0.2923,1646000
LN00002098,APP00003545,2024-05-06,SH0003234,two_wheeler_loan,pos_partner,PTR016,16000000,8,0.225,2172000
LN00002099,APP00003548,2024-05-04,SH0003310,cash_loan,digital_app,,113300000,21,0.2873,6928000
LN00002100,APP00003549,2024-05-06,SH0001820,cash_loan,telesales,,83000000,12,0.3905,8465000
LN00002101,APP00003552,2024-05-07,SH0000445,cash_loan,digital_app,,61700000,28,0.2897,3057000
LN00002102,APP00003553,2024-05-06,SH0002040,two_wheeler_loan,dsa,,15300000,15,0.1958,1158000
LN00002103,APP00003554,2024-05-09,SH0003445,cash_loan,digital_app,,172900000,22,0.2831,10165000
LN00002104,APP00003555,2024-05-05,SH0001618,two_wheeler_loan,pos_partner,PTR017,30200000,32,0.2148,1248000
LN00002105,APP00003556,2024-05-08,SH0002300,cd_installment,pos_partner,PTR006,9600000,19,0.2264,606000
LN00002106,APP00003557,2024-05-06,SH0003457,two_wheeler_loan,pos_partner,PTR010,23600000,13,0.259,2101000
LN00002107,APP00003559,2024-05-06,SH0001710,cash_loan,telesales,,89000000,17,0.3233,6594000
LN00002108,APP00003560,2024-05-09,SH0003718,two_wheeler_loan,pos_partner,PTR016,25300000,29,0.2548,1177000
LN00002109,APP00003561,2024-05-07,SH0002103,cash_loan,digital_app,,4200000,33,0.3016,189000
LN00002110,APP00003563,2024-05-05,SH0002849,two_wheeler_loan,pos_partner,PTR016,62500000,14,0.2574,5215000
LN00002111,APP00003564,2024-05-04,SH0003302,cd_installment,pos_partner,PTR002,7900000,13,0.2691,707000
LN00002112,APP00003565,2024-05-09,SH0000719,cash_loan,dsa,,166100000,18,0.392,12351000
LN00002113,APP00003566,2024-05-07,SH0002511,cash_loan,digital_app,,162100000,13,0.3784,15392000
LN00002114,APP00003569,2024-05-06,SH0001189,credit_card_loan,dsa,,19800000,8,0.2881,2750000
LN00002115,APP00003571,2024-05-06,SH0001805,cash_loan,dsa,,72700000,27,0.3752,4027000
LN00002116,APP00003572,2024-05-06,SH0001330,credit_card_loan,telesales,,4200000,6,0.2955,762000
LN00002117,APP00003573,2024-05-09,SH0000289,cash_loan,digital_app,,40200000,17,0.297,2926000
LN00002118,APP00003574,2024-05-09,SH0000034,credit_card_loan,digital_app,,1500000,7,0.313,237000
LN00002119,APP00003575,2024-05-08,SH0000683,cash_loan,dsa,,29000000,24,0.3435,1687000
LN00002120,APP00003576,2024-05-08,SH0002618,cash_loan,dsa,,38800000,35,0.2907,1657000
LN00002121,APP00003577,2024-05-11,SH0001909,cd_installment,pos_partner,PTR006,3600000,17,0.2444,253000
LN00002122,APP00003579,2024-05-11,SH0001524,two_wheeler_loan,dsa,,20400000,19,0.197,1259000
LN00002123,APP00003583,2024-05-10,SH0000782,cd_installment,pos_partner,PTR002,42400000,20,0.3008,2722000
LN00002124,APP00003584,2024-05-09,SH0000308,cd_installment,digital_app,,7700000,23,0.2802,436000
LN00002125,APP00003585,2024-05-09,SH0001119,two_wheeler_loan,dsa,,7700000,29,0.258,360000
LN00002126,APP00003586,2024-05-08,SH0002618,credit_card_loan,dsa,,2600000,3,0.2535,904000
LN00002127,APP00003587,2024-05-09,SH0000588,credit_card_loan,digital_app,,6000000,8,0.3756,859000
LN00002128,APP00003588,2024-05-09,SH0000104,cash_loan,telesales,,33100000,36,0.3268,1454000
LN00002129,APP00003591,2024-05-09,SH0001655,cd_installment,pos_partner,PTR002,15800000,11,0.3348,1688000
LN00002130,APP00003592,2024-05-08,SH0002581,cd_installment,pos_partner,PTR008,1900000,6,0.2188,337000
LN00002131,APP00003595,2024-05-08,SH0002198,credit_card_loan,telesales,,1100000,6,0.3085,200000
LN00002132,APP00003597,2024-05-07,SH0003392,cd_installment,pos_partner,PTR021,25800000,20,0.3332,1699000
LN00002133,APP00003599,2024-05-09,SH0002074,cash_loan,digital_app,,7600000,10,0.3066,871000
LN00002134,APP00003601,2024-05-07,SH0000445,credit_card_loan,telesales,,1600000,3,0.3042,561000
LN00002135,APP00003602,2024-05-10,SH0001836,cd_installment,dsa,,11500000,7,0.2157,1763000
LN00002136,APP00003603,2024-05-10,SH0003082,credit_card_loan,telesales,,1800000,8,0.2711,248000
LN00002137,APP00003605,2024-05-10,SH0003589,two_wheeler_loan,pos_partner,PTR010,27300000,33,0.2398,1138000
LN00002138,APP00003607,2024-05-10,SH0003410,two_wheeler_loan,dsa,,17200000,19,0.2558,1110000
LN00002139,APP00003609,2024-05-07,SH0000085,cd_installment,pos_partner,PTR006,3500000,11,0.2578,361000
LN00002140,APP00003610,2024-05-12,SH0003159,cash_loan,digital_app,,168500000,7,0.284,26403000
LN00002141,APP00003611,2024-05-11,SH0000655,credit_card_loan,digital_app,,800000,9,0.2757,99000
LN00002142,APP00003614,2024-05-10,SH0002205,cd_installment,pos_partner,PTR021,22100000,24,0.3028,1239000
LN00002143,APP00003615,2024-05-12,SH0002581,credit_card_loan,digital_app,,12300000,7,0.3551,1971000
LN00002144,APP00003617,2024-05-10,SH0000416,cd_installment,pos_partner,PTR006,50800000,22,0.2511,2905000
LN00002145,APP00003620,2024-05-12,SH0000408,cash_loan,dsa,,23900000,32,0.3006,1095000
LN00002146,APP00003622,2024-05-09,SH0001045,two_wheeler_loan,pos_partner,PTR023,16100000,23,0.188,839000
LN00002147,APP00003623,2024-05-10,SH0002594,cash_loan,digital_app,,215700000,24,0.3109,12182000
LN00002148,APP00003624,2024-05-10,SH0003221,two_wheeler_loan,digital_app,,22700000,19,0.2619,1472000
LN00002149,APP00003625,2024-05-08,SH0002168,cd_installment,pos_partner,PTR018,5500000,9,0.2236,669000
LN00002150,APP00003626,2024-05-08,SH0002579,cash_loan,digital_app,,166200000,35,0.4003,8119000
LN00002151,APP00003627,2024-05-10,SH0003853,cash_loan,telesales,,70800000,27,0.3672,3891000
LN00002152,APP00003633,2024-05-07,SH0000228,two_wheeler_loan,pos_partner,PTR010,61500000,17,0.1888,4151000
LN00002153,APP00003634,2024-05-11,SH0001014,cd_installment,pos_partner,PTR011,45700000,24,0.2551,2451000
LN00002154,APP00003637,2024-05-11,SH0000083,cash_loan,telesales,,21700000,9,0.3679,2796000
LN00002155,APP00003639,2024-05-08,SH0003794,cd_installment,pos_partner,PTR008,34000000,17,0.209,2328000
LN00002156,APP00003642,2024-05-11,SH0001196,cash_loan,digital_app,,55700000,35,0.4187,2781000
LN00002157,APP00003650,2024-05-13,SH0001055,credit_card_loan,digital_app,,3800000,12,0.2515,361000
LN00002158,APP00003651,2024-05-13,SH0001711,cd_installment,digital_app,,2900000,14,0.2773,245000
LN00002159,APP00003652,2024-05-13,SH0000027,cash_loan,telesales,,12800000,24,0.3101,722000
LN00002160,APP00003653,2024-05-11,SH0000672,cash_loan,digital_app,,29400000,24,0.3859,1777000
LN00002161,APP00003655,2024-05-09,SH0001769,cash_loan,digital_app,,153900000,35,0.3711,7259000
LN00002162,APP00003656,2024-05-10,SH0000533,cash_loan,telesales,,6100000,29,0.3724,322000
LN00002163,APP00003657,2024-05-13,SH0002615,cash_loan,digital_app,,13500000,25,0.4038,807000
LN00002164,APP00003658,2024-05-11,SH0003069,cd_installment,pos_partner,PTR002,12300000,6,0.301,2234000
LN00002165,APP00003660,2024-05-11,SH0001245,cd_installment,digital_app,,2600000,22,0.3185,158000
LN00002166,APP00003662,2024-05-09,SH0003380,cd_installment,pos_partner,PTR006,24100000,16,0.3327,1885000
LN00002167,APP00003663,2024-05-12,SH0001793,two_wheeler_loan,pos_partner,PTR017,23500000,22,0.1992,1284000
LN00002168,APP00003666,2024-05-11,SH0001378,credit_card_loan,telesales,,7100000,3,0.3592,2510000
LN00002169,APP00003667,2024-05-10,SH0002990,cash_loan,digital_app,,108800000,16,0.3209,8447000
LN00002170,APP00003672,2024-05-13,SH0002389,cd_installment,pos_partner,PTR006,1800000,20,0.2084,107000
LN00002171,APP00003674,2024-05-13,SH0001812,cash_loan,dsa,,122800000,7,0.4029,19977000
LN00002172,APP00003675,2024-05-13,SH0002954,credit_card_loan,digital_app,,1700000,3,0.2771,593000
LN00002173,APP00003676,2024-05-12,SH0002636,credit_card_loan,telesales,,31900000,3,0.2815,11136000
LN00002174,APP00003688,2024-05-12,SH0001250,cash_loan,digital_app,,16700000,12,0.3871,1700000
LN00002175,APP00003689,2024-05-12,SH0001980,cd_installment,pos_partner,PTR008,12800000,16,0.3206,994000
LN00002176,APP00003690,2024-05-11,SH0000734,cash_loan,telesales,,72200000,23,0.4124,4593000
LN00002177,APP00003691,2024-05-15,SH0002231,cash_loan,digital_app,,39300000,30,0.3036,1885000
LN00002178,APP00003693,2024-05-12,SH0001024,credit_card_loan,digital_app,,11600000,8,0.3072,1622000
LN00002179,APP00003694,2024-05-11,SH0003462,cd_installment,pos_partner,PTR018,49800000,22,0.2228,2778000
LN00002180,APP00003697,2024-05-14,SH0003549,cd_installment,pos_partner,PTR022,38000000,19,0.2454,2434000
LN00002181,APP00003698,2024-05-14,SH0003479,cash_loan,digital_app,,49200000,36,0.3446,2211000
LN00002182,APP00003700,2024-05-13,SH0003393,cash_loan,pos_partner,PTR019,171800000,11,0.4117,19014000
LN00002183,APP00003701,2024-05-13,SH0001474,cash_loan,telesales,,24200000,17,0.417,1909000
LN00002184,APP00003702,2024-05-13,SH0002518,cash_loan,dsa,,8900000,21,0.3515,573000
LN00002185,APP00003703,2024-05-16,SH0000586,two_wheeler_loan,dsa,,14900000,34,0.1887,569000
LN00002186,APP00003704,2024-05-14,SH0000778,cd_installment,pos_partner,PTR009,5200000,19,0.2119,325000
LN00002187,APP00003705,2024-05-15,SH0002179,cd_installment,pos_partner,PTR005,4600000,16,0.3098,355000
LN00002188,APP00003706,2024-05-12,SH0000018,cd_installment,pos_partner,PTR014,48800000,16,0.2697,3665000
LN00002189,APP00003707,2024-05-14,SH0001342,credit_card_loan,digital_app,,3200000,3,0.2976,1120000
LN00002190,APP00003708,2024-05-12,SH0001471,cash_loan,telesales,,47800000,23,0.2923,2739000
LN00002191,APP00003710,2024-05-16,SH0000918,cd_installment,pos_partner,PTR024,3300000,21,0.3253,208000
LN00002192,APP00003711,2024-05-14,SH0003124,cd_installment,pos_partner,PTR021,6200000,22,0.2145,343000
LN00002193,APP00003712,2024-05-16,SH0002256,cd_installment,pos_partner,PTR006,2100000,19,0.3464,145000
LN00002194,APP00003713,2024-05-14,SH0001545,two_wheeler_loan,pos_partner,PTR023,11400000,10,0.2567,1278000
LN00002195,APP00003714,2024-05-14,SH0003547,cash_loan,digital_app,,131600000,12,0.3061,12869000
LN00002196,APP00003717,2024-05-15,SH0002247,cash_loan,digital_app,,199400000,25,0.3493,11338000
LN00002197,APP00003718,2024-05-15,SH0003711,cash_loan,digital_app,,86500000,12,0.2955,8414000
LN00002198,APP00003719,2024-05-16,SH0002125,two_wheeler_loan,pos_partner,PTR023,24000000,28,0.2345,1121000
LN00002199,APP00003720,2024-05-14,SH0003085,cash_loan,digital_app,,9600000,10,0.4023,1146000
LN00002200,APP00003721,2024-05-15,SH0000922,credit_card_loan,telesales,,16500000,10,0.2619,1854000
LN00002201,APP00003722,2024-05-15,SH0003211,cash_loan,digital_app,,121700000,23,0.3861,7569000
LN00002202,APP00003724,2024-05-13,SH0001987,cash_loan,dsa,,184600000,26,0.3689,10415000
LN00002203,APP00003727,2024-05-14,SH0003940,cash_loan,digital_app,,34300000,22,0.3062,2057000
LN00002204,APP00003728,2024-05-15,SH0001951,credit_card_loan,digital_app,,16600000,9,0.265,2054000
LN00002205,APP00003729,2024-05-16,SH0000404,credit_card_loan,telesales,,1500000,11,0.2754,156000
LN00002206,APP00003730,2024-05-13,SH0003570,cd_installment,pos_partner,PTR006,2300000,9,0.2071,278000
LN00002207,APP00003731,2024-05-14,SH0002307,cash_loan,digital_app,,59400000,35,0.3027,2575000
LN00002208,APP00003732,2024-05-12,SH0003187,cash_loan,dsa,,17000000,9,0.3512,2176000
LN00002209,APP00003735,2024-05-16,SH0003501,two_wheeler_loan,pos_partner,PTR016,37700000,36,0.2069,1414000
LN00002210,APP00003736,2024-05-15,SH0003438,cash_loan,digital_app,,45300000,33,0.2908,2010000
LN00002211,APP00003737,2024-05-15,SH0001530,credit_card_loan,digital_app,,1900000,5,0.3567,415000
LN00002212,APP00003740,2024-05-14,SH0003037,cash_loan,digital_app,,30900000,18,0.2989,2151000
LN00002213,APP00003741,2024-05-15,SH0003527,cash_loan,digital_app,,66700000,21,0.3034,4133000
LN00002214,APP00003742,2024-05-18,SH0000884,cash_loan,digital_app,,51500000,18,0.2859,3552000
LN00002215,APP00003743,2024-05-18,SH0002528,cash_loan,telesales,,31400000,29,0.3273,1581000
LN00002216,APP00003744,2024-05-14,SH0001481,cd_installment,pos_partner,PTR008,11400000,24,0.2618,615000
LN00002217,APP00003746,2024-05-15,SH0001522,cash_loan,digital_app,,5400000,30,0.3907,285000
LN00002218,APP00003747,2024-05-16,SH0000770,cash_loan,digital_app,,6100000,8,0.32,857000
LN00002219,APP00003748,2024-05-14,SH0001196,cd_installment,pos_partner,PTR002,38500000,16,0.2826,2916000
LN00002220,APP00003749,2024-05-16,SH0002827,cash_loan,telesales,,112500000,30,0.3339,5579000
LN00002221,APP00003752,2024-05-16,SH0003592,credit_card_loan,digital_app,,4000000,5,0.3606,874000
LN00002222,APP00003753,2024-05-14,SH0002443,two_wheeler_loan,pos_partner,PTR017,26500000,6,0.1955,4672000
LN00002223,APP00003754,2024-05-14,SH0002481,credit_card_loan,digital_app,,9400000,7,0.2739,1468000
LN00002224,APP00003757,2024-05-17,SH0001634,two_wheeler_loan,pos_partner,PTR015,22300000,28,0.2391,1047000
LN00002225,APP00003758,2024-05-16,SH0002656,cd_installment,pos_partner,PTR002,11700000,6,0.202,2066000
LN00002226,APP00003759,2024-05-15,SH0003576,cd_installment,pos_partner,PTR006,4000000,12,0.2118,373000
LN00002227,APP00003761,2024-05-17,SH0000749,cash_loan,digital_app,,60200000,25,0.3455,3411000
LN00002228,APP00003762,2024-05-16,SH0001696,credit_card_loan,digital_app,,2100000,9,0.2716,261000
LN00002229,APP00003764,2024-05-17,SH0001156,cash_loan,telesales,,126900000,32,0.4058,6552000
LN00002230,APP00003766,2024-05-14,SH0003635,cash_loan,digital_app,,116800000,15,0.307,9474000
LN00002231,APP00003768,2024-05-17,SH0001531,cash_loan,digital_app,,7100000,35,0.3979,346000
LN00002232,APP00003769,2024-05-20,SH0001193,cash_loan,digital_app,,14000000,31,0.2996,654000
LN00002233,APP00003772,2024-05-16,SH0003737,cd_installment,pos_partner,PTR001,9200000,22,0.2005,503000
LN00002234,APP00003773,2024-05-14,SH0003115,two_wheeler_loan,pos_partner,PTR017,16300000,7,0.2446,2522000
LN00002235,APP00003774,2024-05-18,SH0000513,cash_loan,digital_app,,235200000,6,0.3478,43271000
LN00002236,APP00003775,2024-05-16,SH0003067,cash_loan,digital_app,,5700000,33,0.2861,251000
LN00002237,APP00003776,2024-05-19,SH0000786,cash_loan,pos_partner,PTR006,91300000,32,0.2919,4139000
LN00002238,APP00003777,2024-05-16,SH0002145,two_wheeler_loan,pos_partner,PTR023,10800000,8,0.2021,1454000
LN00002239,APP00003780,2024-05-18,SH0001127,cd_installment,pos_partner,PTR005,10900000,9,0.2208,1325000
LN00002240,APP00003782,2024-05-17,SH0003673,cash_loan,digital_app,,4200000,10,0.2981,479000
LN00002241,APP00003784,2024-05-18,SH0000114,credit_card_loan,digital_app,,15400000,3,0.3356,5423000
LN00002242,APP00003785,2024-05-17,SH0002562,cd_installment,pos_partner,PTR020,4200000,15,0.2133,321000
LN00002243,APP00003788,2024-05-15,SH0003254,two_wheeler_loan,digital_app,,13300000,31,0.1818,541000
LN00002244,APP00003790,2024-05-18,SH0002413,two_wheeler_loan,pos_partner,PTR016,69600000,10,0.2002,7614000
LN00002245,APP00003791,2024-05-17,SH0001726,cash_loan,digital_app,,25700000,20,0.3046,1655000
LN00002246,APP00003792,2024-05-17,SH0002731,cd_installment,dsa,,37600000,20,0.3362,2481000
LN00002247,APP00003793,2024-05-19,SH0001512,cash_loan,digital_app,,35000000,27,0.3107,1818000
LN00002248,APP00003795,2024-05-16,SH0003027,cash_loan,dsa,,46200000,35,0.4007,2258000
LN00002249,APP00003797,2024-05-18,SH0001875,cd_installment,pos_partner,PTR006,23100000,10,0.2836,2621000
LN00002250,APP00003802,2024-05-18,SH0001743,cd_installment,pos_partner,PTR014,41800000,6,0.2534,7491000
LN00002251,APP00003805,2024-05-19,SH0002630,two_wheeler_loan,pos_partner,PTR015,21700000,12,0.2104,2021000
LN00002252,APP00003809,2024-05-16,SH0001311,cash_loan,digital_app,,196300000,26,0.2986,10344000
LN00002253,APP00003810,2024-05-20,SH0003212,two_wheeler_loan,dsa,,16500000,21,0.1815,923000
LN00002254,APP00003811,2024-05-19,SH0002810,cash_loan,telesales,,184000000,30,0.2841,8637000
LN00002255,APP00003812,2024-05-16,SH0002017,cd_installment,digital_app,,10300000,6,0.2435,1841000
LN00002256,APP00003814,2024-05-17,SH0002979,cash_loan,digital_app,,20900000,26,0.3148,1119000
LN00002257,APP00003817,2024-05-19,SH0001318,cash_loan,digital_app,,163000000,28,0.3866,8924000
LN00002258,APP00003818,2024-05-17,SH0002453,cd_installment,pos_partner,PTR008,11400000,9,0.3064,1434000
LN00002259,APP00003819,2024-05-16,SH0000016,two_wheeler_loan,pos_partner,PTR015,19500000,25,0.2405,999000
LN00002260,APP00003821,2024-05-20,SH0003651,two_wheeler_loan,dsa,,12900000,20,0.2273,781000
LN00002261,APP00003822,2024-05-21,SH0000140,cash_loan,telesales,,48600000,10,0.3991,5793000
LN00002262,APP00003823,2024-05-21,SH0000587,credit_card_loan,digital_app,,6900000,10,0.2999,788000
LN00002263,APP00003824,2024-05-20,SH0002959,credit_card_loan,dsa,,18400000,8,0.2796,2548000
LN00002264,APP00003826,2024-05-22,SH0000946,cd_installment,pos_partner,PTR001,14100000,6,0.3497,2595000
LN00002265,APP00003828,2024-05-20,SH0002187,cash_loan,digital_app,,42000000,14,0.4088,3822000
LN00002266,APP00003829,2024-05-18,SH0000333,cash_loan,dsa,,75200000,34,0.3412,3479000
LN00002267,APP00003837,2024-05-21,SH0002067,cd_installment,pos_partner,PTR002,30200000,15,0.213,2311000
LN00002268,APP00003840,2024-05-20,SH0002064,cd_installment,pos_partner,PTR005,13700000,12,0.2779,1321000
LN00002269,APP00003841,2024-05-21,SH0002580,cash_loan,digital_app,,9400000,18,0.409,707000
LN00002270,APP00003842,2024-05-21,SH0000550,cd_installment,digital_app,,4900000,17,0.2163,337000
LN00002271,APP00003843,2024-05-20,SH0003377,credit_card_loan,dsa,,30100000,5,0.2576,6413000
LN00002272,APP00003845,2024-05-19,SH0002325,cash_loan,dsa,,227100000,33,0.3011,10201000
LN00002273,APP00003846,2024-05-19,SH0000887,cd_installment,pos_partner,PTR021,3500000,15,0.2739,278000
LN00002274,APP00003848,2024-05-23,SH0002107,cash_loan,pos_partner,PTR025,14600000,15,0.3529,1218000
LN00002275,APP00003849,2024-05-21,SH0003856,cd_installment,pos_partner,PTR001,6000000,17,0.2186,414000
LN00002276,APP00003850,2024-05-22,SH0001630,cd_installment,pos_partner,PTR001,2500000,12,0.2807,241000
LN00002277,APP00003852,2024-05-20,SH0003079,two_wheeler_loan,dsa,,9600000,22,0.2528,550000
LN00002278,APP00003853,2024-05-22,SH0001078,cd_installment,pos_partner,PTR009,3200000,17,0.3121,235000
LN00002279,APP00003854,2024-05-18,SH0001060,cd_installment,pos_partner,PTR002,53300000,23,0.3156,3118000
LN00002280,APP00003856,2024-05-19,SH0002386,credit_card_loan,digital_app,,2100000,10,0.3199,242000
LN00002281,APP00003858,2024-05-22,SH0000381,cash_loan,telesales,,13300000,28,0.3798,723000
LN00002282,APP00003861,2024-05-22,SH0002966,cd_installment,dsa,,5000000,19,0.2903,331000
LN00002283,APP00003864,2024-05-21,SH0001677,cash_loan,dsa,,202800000,12,0.3174,19944000
LN00002284,APP00003867,2024-05-18,SH0002950,credit_card_loan,telesales,,1600000,5,0.3221,346000
LN00002285,APP00003868,2024-05-20,SH0003488,cash_loan,dsa,,13000000,33,0.3114,591000
LN00002286,APP00003869,2024-05-20,SH0002159,credit_card_loan,dsa,,4600000,8,0.3773,659000
LN00002287,APP00003870,2024-05-21,SH0002316,cash_loan,digital_app,,4700000,11,0.4064,519000
LN00002288,APP00003871,2024-05-21,SH0000108,cash_loan,telesales,,64000000,9,0.3125,8069000
LN00002289,APP00003872,2024-05-21,SH0002114,cd_installment,pos_partner,PTR024,1900000,12,0.2017,176000
LN00002290,APP00003875,2024-05-20,SH0003029,cd_installment,pos_partner,PTR018,8900000,10,0.2549,997000
LN00002291,APP00003876,2024-05-22,SH0001400,cash_loan,dsa,,88200000,31,0.3654,4436000
LN00002292,APP00003877,2024-05-21,SH0003290,cd_installment,pos_partner,PTR002,3800000,10,0.2743,429000
LN00002293,APP00003879,2024-05-19,SH0000445,cash_loan,digital_app,,8100000,36,0.4093,394000
LN00002294,APP00003881,2024-05-20,SH0000170,cd_installment,pos_partner,PTR022,34300000,7,0.3381,5468000
LN00002295,APP00003884,2024-05-22,SH0003156,two_wheeler_loan,dsa,,44400000,34,0.2657,1872000
LN00002296,APP00003886,2024-05-22,SH0000886,cd_installment,pos_partner,PTR006,15400000,11,0.3097,1626000
LN00002297,APP00003887,2024-05-23,SH0002169,cd_installment,pos_partner,PTR021,23300000,12,0.3474,2326000
LN00002298,APP00003888,2024-05-23,SH0003442,cash_loan,digital_app,,5800000,26,0.3171,311000
LN00002299,APP00003889,2024-05-22,SH0001838,cd_installment,pos_partner,PTR001,4000000,16,0.3063,308000
LN00002300,APP00003890,2024-05-21,SH0003672,cash_loan,digital_app,,7200000,22,0.3445,446000
LN00002301,APP00003891,2024-05-23,SH0000017,cash_loan,pos_partner,PTR003,80100000,9,0.3867,10395000
LN00002302,APP00003893,2024-05-23,SH0003485,cd_installment,pos_partner,PTR014,29000000,20,0.2553,1795000
LN00002303,APP00003894,2024-05-21,SH0001054,cd_installment,digital_app,,11700000,22,0.3072,702000
LN00002304,APP00003895,2024-05-23,SH0001957,cash_loan,pos_partner,PTR011,6900000,12,0.3643,695000
LN00002305,APP00003896,2024-05-24,SH0002271,cd_installment,pos_partner,PTR002,8700000,11,0.207,875000
LN00002306,APP00003901,2024-05-23,SH0003866,cash_loan,dsa,,174700000,20,0.332,11491000
LN00002307,APP00003903,2024-05-23,SH0002571,cd_installment,pos_partner,PTR011,22300000,16,0.2423,1645000
LN00002308,APP00003904,2024-05-23,SH0002163,credit_card_loan,digital_app,,6900000,5,0.3506,1503000
LN00002309,APP00003906,2024-05-26,SH0001295,two_wheeler_loan,dsa,,25000000,14,0.2792,2113000
