customer_id,segment,province,income_band,risk_grade,birth_year,gender
SH0001023,mass,Ha Noi,under_10m,C,1991,male
SH0001024,mass,Thanh Hoa,under_10m,C,1994,male
SH0001025,mass,Binh Duong,10m_to_25m,B,1967,male
SH0001026,mass,Ha Noi,under_10m,D,1990,female
SH0001027,mass,Ho Chi Minh City,10m_to_25m,A,1990,female
SH0001028,emerging_affluent,Ho Chi Minh City,under_10m,C,1972,male
SH0001029,emerging_affluent,Ha Noi,10m_to_25m,B,1973,female
SH0001030,mass,Thanh Hoa,10m_to_25m,B,1966,male
SH0001031,emerging_affluent,Bac Ninh,10m_to_25m,D,1975,female
SH0001032,mass,Long An,10m_to_25m,C,1990,female
SH0001033,emerging_affluent,Ha Noi,under_10m,D,1988,female
SH0001034,mass,Ho Chi Minh City,under_10m,A,1996,male
SH0001035,emerging_affluent,Ha Noi,10m_to_25m,B,1996,male
SH0001036,emerging_affluent,Khanh Hoa,under_10m,B,1988,female
SH0001037,emerging_affluent,Khanh Hoa,under_10m,A,1967,female
SH0001038,mass,Thanh Hoa,over_25m,D,1996,male
SH0001039,mass,Khanh Hoa,over_25m,C,1996,female
SH0001040,emerging_affluent,Ho Chi Minh City,over_25m,A,2004,male
SH0001041,mass,Can Tho,over_25m,D,1967,female
SH0001042,mass,Nghe An,over_25m,B,1971,male
SH0001043,emerging_affluent,Binh Duong,under_10m,E,1992,female
SH0001044,emerging_affluent,Long An,under_10m,D,1966,female
SH0001045,mass,Can Tho,under_10m,B,2001,female
SH0001046,emerging_affluent,Bac Ninh,under_10m,C,1976,female
SH0001047,mass,Binh Duong,under_10m,C,1968,male
SH0001048,mass,Ho Chi Minh City,over_25m,D,1979,female
SH0001049,mass,Long An,10m_to_25m,C,1981,female
SH0001050,emerging_affluent,Thanh Hoa,under_10m,C,1978,male
SH0001051,mass,Ha Noi,10m_to_25m,A,1994,male
SH0001052,mass,Bac Ninh,over_25m,B,1968,female
SH0001053,emerging_affluent,Bac Ninh,10m_to_25m,D,1998,male
SH0001054,mass,Ha Noi,10m_to_25m,C,1992,female
SH0001055,mass,Khanh Hoa,under_10m,C,1992,female
SH0001056,mass,Thanh Hoa,10m_to_25m,D,1996,female
SH0001057,mass,Ho Chi Minh City,under_10m,C,1995,female
SH0001058,emerging_affluent,Thanh Hoa,under_10m,B,1978,male
SH0001059,emerging_affluent,Khanh Hoa,10m_to_25m,B,1993,male
SH0001060,mass,Ho Chi Minh City,under_10m,C,1986,female
SH0001061,mass,Nghe An,10m_to_25m,C,1977,male
SH0001062,mass,Da Nang,10m_to_25m,B,1976,male
SH0001063,mass,Ha Noi,10m_to_25m,D,1976,female
SH0001064,mass,Ha Noi,10m_to_25m,E,1999,female
SH0001065,mass,Ha Noi,10m_to_25m,C,1975,female
SH0001066,mass,Khanh Hoa,10m_to_25m,A,1976,female
SH0001067,mass,Bac Ninh,10m_to_25m,D,1992,male
SH0001068,mass,Ho Chi Minh City,under_10m,B,1984,male
SH0001069,mass,Ho Chi Minh City,under_10m,D,1984,female
SH0001070,mass,Ho Chi Minh City,10m_to_25m,E,1979,male
SH0001071,mass,Ho Chi Minh City,10m_to_25m,A,1975,male
SH0001072,mass,Bac Ninh,10m_to_25m,A,1993,female
SH0001073,mass,Ho Chi Minh City,under_10m,D,1999,female
SH0001074,emerging_affluent,Ho Chi Minh City,10m_to_25m,D,1987,female
SH0001075,mass,Khanh Hoa,over_25m,B,1976,female
SH0001076,mass,Ha Noi,10m_to_25m,D,2001,female
SH0001077,mass,Dong Nai,under_10m,D,1977,female
SH0001078,mass,Can Tho,10m_to_25m,D,1991,female
SH0001079,mass,Ho Chi Minh City,under_10m,B,2005,male
SH0001080,mass,Dong Nai,under_10m,C,2004,female
SH0001081,mass,Long An,10m_to_25m,A,1989,male
SH0001082,mass,Ho Chi Minh City,under_10m,C,2002,male
SH0001083,mass,Khanh Hoa,under_10m,C,1983,female
SH0001084,mass,Ha Noi,under_10m,A,1968,male
SH0001085,mass,Binh Duong,under_10m,D,1977,male
SH0001086,emerging_affluent,Dong Nai,under_10m,A,1995,female
SH0001087,mass,Binh Duong,10m_to_25m,B,2004,female
SH0001088,mass,Binh Duong,10m_to_25m,D,1990,male
SH0001089,mass,Long An,under_10m,E,1980,female
SH0001090,mass,Ho Chi Minh City,over_25m,D,2005,female
SH0001091,emerging_affluent,Ha Noi,over_25m,D,1988,female
SH0001092,mass,Ho Chi Minh City,under_10m,A,1970,male
SH0001093,emerging_affluent,Bac Ninh,over_25m,D,2000,female
SH0001094,mass,Ha Noi,under_10m,A,2005,male
SH0001095,emerging_affluent,Khanh Hoa,over_25m,D,1995,female
SH0001096,emerging_affluent,Binh Duong,over_25m,B,1994,male
SH0001097,mass,Dong Nai,10m_to_25m,B,1972,male
SH0001098,emerging_affluent,Da Nang,over_25m,B,1995,male
SH0001099,mass,Hai Phong,10m_to_25m,E,1983,female
SH0001100,mass,Khanh Hoa,under_10m,B,1982,female
SH0001101,emerging_affluent,Binh Duong,under_10m,A,1987,male
SH0001102,mass,Ho Chi Minh City,10m_to_25m,D,1995,female
SH0001103,mass,Dong Nai,under_10m,D,1971,male
SH0001104,mass,Ho Chi Minh City,under_10m,D,1968,male
SH0001105,emerging_affluent,Ho Chi Minh City,10m_to_25m,C,1972,female
SH0001106,emerging_affluent,Ho Chi Minh City,under_10m,A,1969,female
SH0001107,emerging_affluent,Ha Noi,10m_to_25m,B,1968,female
SH0001108,mass,Can Tho,under_10m,C,1970,female
SH0001109,mass,Thanh Hoa,10m_to_25m,C,1980,male
SH0001110,mass,Binh Duong,10m_to_25m,D,1994,male
SH0001111,mass,Dong Nai,under_10m,C,2005,female
SH0001112,mass,Da Nang,over_25m,C,1968,female
SH0001113,emerging_affluent,Long An,under_10m,A,1970,female
SH0001114,mass,Can Tho,under_10m,B,1985,male
SH0001115,mass,Ha Noi,under_10m,C,1986,male
SH0001116,mass,Ha Noi,under_10m,E,1991,male
SH0001117,mass,Ho Chi Minh City,under_10m,A,1983,male
SH0001118,mass,Long An,10m_to_25m,B,1995,female
SH0001119,emerging_affluent,Thanh Hoa,under_10m,B,1997,female
SH0001120,mass,Ho Chi Minh City,under_10m,A,1977,female
SH0001121,mass,Da Nang,10m_to_25m,D,1988,female
SH0001122,mass,Long An,under_10m,C,1992,female
SH0001123,mass,Khanh Hoa,under_10m,E,1981,female
SH0001124,mass,Ha Noi,under_10m,A,2004,female
SH0001125,mass,Long An,10m_to_25m,D,1992,male
SH0001126,mass,Dong Nai,10m_to_25m,B,2001,male
SH0001127,mass,Thanh Hoa,10m_to_25m,B,1966,female
SH0001128,mass,Hai Phong,10m_to_25m,C,1985,male
SH0001129,mass,Ha Noi,under_10m,A,1992,male
SH0001130,emerging_affluent,Ha Noi,under_10m,C,2002,male
SH0001131,mass,Ha Noi,under_10m,C,1986,male
SH0001132,mass,Ho Chi Minh City,under_10m,C,1991,male
SH0001133,mass,Binh Duong,under_10m,D,1977,female
SH0001134,mass,Hai Phong,under_10m,A,1990,male
SH0001135,mass,Da Nang,10m_to_25m,B,1999,male
SH0001136,mass,Da Nang,under_10m,E,1990,female
SH0001137,emerging_affluent,Dong Nai,under_10m,C,1980,male
SH0001138,emerging_affluent,Can Tho,10m_to_25m,B,2003,male
SH0001139,mass,Ho Chi Minh City,under_10m,D,2001,female
SH0001140,mass,Hai Phong,10m_to_25m,A,1971,male
SH0001141,mass,Da Nang,under_10m,A,1974,male
SH0001142,mass,Ha Noi,10m_to_25m,A,1981,female
SH0001143,mass,Ha Noi,10m_to_25m,C,1980,female
SH0001144,mass,Khanh Hoa,over_25m,D,2001,female
SH0001145,mass,Bac Ninh,10m_to_25m,D,2005,female
SH0001146,emerging_affluent,Ha Noi,under_10m,C,1999,female
SH0001147,mass,Ho Chi Minh City,10m_to_25m,D,1994,male
SH0001148,mass,Can Tho,10m_to_25m,E,2001,male
SH0001149,mass,Da Nang,10m_to_25m,C,1985,female
SH0001150,mass,Ha Noi,over_25m,B,1989,female
SH0001151,mass,Ha Noi,under_10m,B,1999,male
SH0001152,mass,Hai Phong,10m_to_25m,D,2000,male
SH0001153,mass,Khanh Hoa,10m_to_25m,D,1978,female
SH0001154,mass,Bac Ninh,under_10m,C,2004,female
SH0001155,mass,Khanh Hoa,10m_to_25m,D,1985,male
SH0001156,mass,Thanh Hoa,10m_to_25m,B,1982,female
SH0001157,mass,Nghe An,10m_to_25m,C,1984,male
SH0001158,mass,Binh Duong,under_10m,B,1980,female
SH0001159,mass,Hai Phong,over_25m,D,2001,female
SH0001160,mass,Ho Chi Minh City,over_25m,B,1998,male
SH0001161,mass,Binh Duong,10m_to_25m,B,2000,male
SH0001162,mass,Ha Noi,over_25m,B,1982,male
SH0001163,mass,Bac Ninh,10m_to_25m,D,1978,male
SH0001164,mass,Ha Noi,10m_to_25m,B,1977,male
SH0001165,mass,Ho Chi Minh City,10m_to_25m,E,1986,male
SH0001166,mass,Dong Nai,under_10m,D,1986,male
SH0001167,mass,Khanh Hoa,under_10m,B,1986,male
SH0001168,mass,Nghe An,10m_to_25m,C,1981,female
SH0001169,mass,Ha Noi,under_10m,C,1965,female
SH0001170,mass,Binh Duong,under_10m,D,1986,female
SH0001171,mass,Binh Duong,over_25m,C,1985,female
SH0001172,emerging_affluent,Hai Phong,10m_to_25m,B,1965,male
SH0001173,mass,Khanh Hoa,10m_to_25m,B,1984,male
SH0001174,mass,Dong Nai,10m_to_25m,D,1995,male
SH0001175,mass,Nghe An,under_10m,D,1985,male
SH0001176,mass,Ha Noi,over_25m,B,2000,female
SH0001177,mass,Thanh Hoa,10m_to_25m,E,2000,female
SH0001178,mass,Ha Noi,10m_to_25m,C,1984,male
SH0001179,mass,Ha Noi,over_25m,D,1996,male
SH0001180,mass,Bac Ninh,10m_to_25m,A,1976,female
SH0001181,emerging_affluent,Ha Noi,under_10m,D,1992,male
SH0001182,mass,Da Nang,under_10m,C,1992,female
SH0001183,emerging_affluent,Ho Chi Minh City,10m_to_25m,A,1988,female
SH0001184,mass,Ha Noi,10m_to_25m,D,1965,male
SH0001185,mass,Ho Chi Minh City,10m_to_25m,D,1995,female
SH0001186,mass,Ha Noi,over_25m,C,1979,male
SH0001187,emerging_affluent,Ho Chi Minh City,under_10m,A,1979,male
SH0001188,mass,Ha Noi,over_25m,D,1996,male
SH0001189,mass,Khanh Hoa,10m_to_25m,C,1972,female
SH0001190,mass,Thanh Hoa,over_25m,C,1992,male
SH0001191,mass,Bac Ninh,10m_to_25m,B,1966,male
SH0001192,emerging_affluent,Ha Noi,under_10m,B,1970,male
SH0001193,emerging_affluent,Long An,under_10m,C,1970,male
SH0001194,emerging_affluent,Ho Chi Minh City,under_10m,C,1994,female
SH0001195,emerging_affluent,Long An,10m_to_25m,C,1990,female
SH0001196,mass,Long An,10m_to_25m,C,2003,female
SH0001197,emerging_affluent,Da Nang,10m_to_25m,D,2004,male
SH0001198,mass,Binh Duong,under_10m,E,1999,female
SH0001199,mass,Long An,under_10m,D,1975,female
SH0001200,mass,Ha Noi,under_10m,A,1968,male
SH0001201,mass,Ha Noi,under_10m,D,1969,male
SH0001202,mass,Binh Duong,under_10m,A,1985,female
SH0001203,mass,Ho Chi Minh City,over_25m,B,1985,male
SH0001204,mass,Hai Phong,under_10m,D,1978,male
SH0001205,mass,Ho Chi Minh City,over_25m,C,1982,female
SH0001206,mass,Ha Noi,10m_to_25m,A,1990,female
SH0001207,mass,Dong Nai,under_10m,D,1997,male
SH0001208,mass,Thanh Hoa,10m_to_25m,B,1995,male
SH0001209,mass,Da Nang,under_10m,D,1969,male
SH0001210,emerging_affluent,Can Tho,10m_to_25m,C,1976,female
SH0001211,emerging_affluent,Ho Chi Minh City,10m_to_25m,C,1989,male
SH0001212,mass,Can Tho,10m_to_25m,B,1994,female
SH0001213,mass,Bac Ninh,10m_to_25m,C,1984,male
SH0001214,mass,Can Tho,10m_to_25m,B,1978,male
SH0001215,mass,Long An,10m_to_25m,D,1966,male
SH0001216,mass,Khanh Hoa,under_10m,E,1997,female
SH0001217,mass,Hai Phong,under_10m,D,1984,female
SH0001218,mass,Nghe An,under_10m,B,1985,female
SH0001219,mass,Bac Ninh,over_25m,B,1974,male
SH0001220,mass,Hai Phong,10m_to_25m,C,1982,male
SH0001221,mass,Ha Noi,10m_to_25m,C,2000,male
SH0001222,emerging_affluent,Nghe An,10m_to_25m,C,1999,male
SH0001223,mass,Ho Chi Minh City,under_10m,C,1982,male
SH0001224,emerging_affluent,Ho Chi Minh City,10m_to_25m,D,1987,female
SH0001225,mass,Dong Nai,over_25m,A,1997,female
SH0001226,mass,Khanh Hoa,10m_to_25m,C,1977,male
SH0001227,mass,Ha Noi,10m_to_25m,C,1968,female
SH0001228,mass,Hai Phong,under_10m,D,1989,female
SH0001229,emerging_affluent,Nghe An,over_25m,C,1968,female
SH0001230,mass,Ho Chi Minh City,over_25m,C,1992,male
SH0001231,mass,Da Nang,10m_to_25m,C,1999,male
SH0001232,mass,Can Tho,over_25m,C,1986,male
SH0001233,mass,Da Nang,10m_to_25m,C,1987,male
SH0001234,mass,Can Tho,10m_to_25m,C,1968,male
SH0001235,emerging_affluent,Thanh Hoa,under_10m,B,1996,male
SH0001236,mass,Thanh Hoa,10m_to_25m,D,2005,male
SH0001237,mass,Bac Ninh,10m_to_25m,C,1971,female
SH0001238,emerging_affluent,Can Tho,10m_to_25m,E,1992,male
SH0001239,mass,Thanh Hoa,under_10m,B,1971,female
SH0001240,mass,Ha Noi,under_10m,B,1966,female
SH0001241,mass,Bac Ninh,under_10m,C,2003,male
SH0001242,emerging_affluent,Ha Noi,10m_to_25m,D,1995,male
SH0001243,emerging_affluent,Binh Duong,under_10m,B,1975,male
SH0001244,emerging_affluent,Da Nang,over_25m,D,1985,female
SH0001245,mass,Binh Duong,under_10m,B,1978,male
SH0001246,emerging_affluent,Ho Chi Minh City,over_25m,C,1988,female
SH0001247,mass,Can Tho,under_10m,B,1970,female
SH0001248,mass,Ho Chi Minh City,over_25m,A,1968,male
SH0001249,mass,Can Tho,under_10m,C,1979,female
SH0001250,mass,Khanh Hoa,under_10m,C,1970,male
SH0001251,mass,Bac Ninh,10m_to_25m,B,1966,female
SH0001252,mass,Da Nang,10m_to_25m,E,1994,female
SH0001253,mass,Thanh Hoa,10m_to_25m,C,1975,male
SH0001254,mass,Ho Chi Minh City,under_10m,B,1999,female
SH0001255,emerging_affluent,Ha Noi,under_10m,C,1989,female
SH0001256,mass,Ha Noi,10m_to_25m,D,1999,female
SH0001257,emerging_affluent,Long An,10m_to_25m,C,1980,male
SH0001258,emerging_affluent,Thanh Hoa,under_10m,C,1968,male
SH0001259,emerging_affluent,Long An,under_10m,C,1995,female
SH0001260,mass,Ho Chi Minh City,over_25m,B,1967,female
SH0001261,mass,Ho Chi Minh City,10m_to_25m,C,1994,male
SH0001262,mass,Thanh Hoa,under_10m,B,1975,female
SH0001263,mass,Khanh Hoa,under_10m,D,1987,female
SH0001264,mass,Thanh Hoa,over_25m,C,1994,female
SH0001265,mass,Ha Noi,10m_to_25m,B,1990,female
SH0001266,emerging_affluent,Ha Noi,under_10m,B,1996,female
SH0001267,mass,Long An,10m_to_25m,B,1968,female
SH0001268,emerging_affluent,Khanh Hoa,under_10m,B,1999,female
SH0001269,emerging_affluent,Nghe An,under_10m,D,1966,male
SH0001270,emerging_affluent,Thanh Hoa,under_10m,D,2005,male
SH0001271,mass,Binh Duong,under_10m,A,1989,female
SH0001272,emerging_affluent,Ho Chi Minh City,10m_to_25m,D,1971,female
SH0001273,emerging_affluent,Khanh Hoa,10m_to_25m,D,1981,male
SH0001274,mass,Bac Ninh,over_25m,C,1999,female
SH0001275,mass,Ho Chi Minh City,under_10m,E,1965,female
SH0001276,mass,Da Nang,over_25m,C,1986,male
SH0001277,emerging_affluent,Ho Chi Minh City,over_25m,B,1987,female
SH0001278,mass,Ho Chi Minh City,10m_to_25m,B,1992,female
SH0001279,mass,Nghe An,under_10m,B,1965,female
SH0001280,mass,Binh Duong,10m_to_25m,D,1974,female
SH0001281,mass,Da Nang,under_10m,E,1973,female
SH0001282,mass,Bac Ninh,10m_to_25m,B,2005,female
SH0001283,mass,Ha Noi,under_10m,C,1980,male
SH0001284,mass,Ha Noi,under_10m,B,2000,male
SH0001285,mass,Ho Chi Minh City,10m_to_25m,D,1967,female
SH0001286,mass,Bac Ninh,10m_to_25m,B,1990,male
SH0001287,mass,Dong Nai,under_10m,E,1997,male
SH0001288,emerging_affluent,Binh Duong,10m_to_25m,D,2001,male
SH0001289,emerging_affluent,Thanh Hoa,under_10m,B,1996,female
SH0001290,mass,Can Tho,10m_to_25m,D,2002,female
SH0001291,mass,Ha Noi,under_10m,A,1984,female
SH0001292,mass,Ho Chi Minh City,under_10m,B,1979,male
SH0001293,mass,Bac Ninh,under_10m,E,1988,female
SH0001294,mass,Khanh Hoa,10m_to_25m,D,1989,male
SH0001295,mass,Nghe An,under_10m,A,1974,male
SH0001296,mass,Bac Ninh,over_25m,B,1997,male
SH0001297,mass,Hai Phong,10m_to_25m,B,1977,female
SH0001298,mass,Ho Chi Minh City,under_10m,B,1976,female
SH0001299,mass,Ha Noi,10m_to_25m,A,1982,female
SH0001300,mass,Nghe An,10m_to_25m,D,1977,female
SH0001301,emerging_affluent,Da Nang,10m_to_25m,D,1995,male
SH0001302,emerging_affluent,Thanh Hoa,under_10m,B,2005,female
SH0001303,emerging_affluent,Binh Duong,over_25m,C,1988,male
SH0001304,mass,Ha Noi,under_10m,C,1975,female
SH0001305,mass,Binh Duong,under_10m,B,1991,female
SH0001306,mass,Bac Ninh,under_10m,C,1980,female
SH0001307,mass,Ho Chi Minh City,under_10m,B,1967,male
SH0001308,mass,Binh Duong,under_10m,C,1967,male
SH0001309,mass,Can Tho,over_25m,D,2004,female
SH0001310,mass,Ha Noi,under_10m,E,2000,female
SH0001311,mass,Long An,under_10m,C,1987,female
SH0001312,mass,Khanh Hoa,10m_to_25m,D,2000,male
SH0001313,mass,Nghe An,under_10m,B,1994,male
SH0001314,mass,Binh Duong,10m_to_25m,B,1995,male
SH0001315,emerging_affluent,Ha Noi,under_10m,B,1972,female
SH0001316,mass,Ho Chi Minh City,10m_to_25m,C,1986,female
SH0001317,mass,Can Tho,under_10m,D,1999,female
SH0001318,emerging_affluent,Nghe An,over_25m,B,1999,female
SH0001319,mass,Long An,over_25m,C,1986,female
SH0001320,mass,Ha Noi,over_25m,D,1979,male
SH0001321,mass,Hai Phong,under_10m,C,1998,male
SH0001322,mass,Ho Chi Minh City,over_25m,C,1975,female
SH0001323,mass,Can Tho,10m_to_25m,D,1965,male
SH0001324,mass,Can Tho,10m_to_25m,D,1967,male
SH0001325,emerging_affluent,Ha Noi,over_25m,D,1970,female
SH0001326,mass,Binh Duong,under_10m,B,1970,female
SH0001327,emerging_affluent,Ha Noi,10m_to_25m,A,1991,female
SH0001328,mass,Bac Ninh,10m_to_25m,D,2003,male
SH0001329,mass,Nghe An,10m_to_25m,B,1983,male
SH0001330,mass,Can Tho,under_10m,C,1978,male
SH0001331,emerging_affluent,Ha Noi,10m_to_25m,B,2000,male
SH0001332,mass,Ho Chi Minh City,over_25m,D,1987,male
SH0001333,mass,Can Tho,under_10m,B,1982,male
SH0001334,mass,Ha Noi,under_10m,D,1973,female
SH0001335,emerging_affluent,Da Nang,10m_to_25m,B,1970,female
SH0001336,mass,Ha Noi,10m_to_25m,B,1995,male
SH0001337,mass,Ho Chi Minh City,under_10m,E,1970,female
SH0001338,mass,Khanh Hoa,10m_to_25m,B,1965,male
SH0001339,emerging_affluent,Khanh Hoa,over_25m,D,1984,male
SH0001340,mass,Ho Chi Minh City,10m_to_25m,D,2002,female
SH0001341,mass,Ho Chi Minh City,10m_to_25m,C,1999,female
SH0001342,emerging_affluent,Ho Chi Minh City,under_10m,C,1987,male
SH0001343,mass,Ha Noi,under_10m,D,2003,male
SH0001344,mass,Ha Noi,under_10m,B,1973,male
SH0001345,emerging_affluent,Ho Chi Minh City,over_25m,C,1995,female
SH0001346,emerging_affluent,Can Tho,10m_to_25m,B,1971,male
SH0001347,mass,Dong Nai,over_25m,C,1987,female
SH0001348,emerging_affluent,Ha Noi,10m_to_25m,A,1971,female
SH0001349,mass,Can Tho,over_25m,C,1999,male
SH0001350,mass,Ho Chi Minh City,under_10m,C,1971,female
SH0001351,mass,Ha Noi,10m_to_25m,E,2005,female
SH0001352,mass,Nghe An,under_10m,A,1982,male
SH0001353,mass,Ho Chi Minh City,over_25m,D,1979,female
SH0001354,mass,Nghe An,under_10m,C,1996,female
SH0001355,mass,Ha Noi,under_10m,B,1984,male
SH0001356,emerging_affluent,Hai Phong,10m_to_25m,D,1990,female
SH0001357,mass,Ho Chi Minh City,10m_to_25m,A,1991,female
SH0001358,mass,Bac Ninh,under_10m,B,2003,female
SH0001359,emerging_affluent,Can Tho,under_10m,C,1972,male
SH0001360,mass,Can Tho,under_10m,C,1980,female
SH0001361,mass,Dong Nai,10m_to_25m,B,2002,male
SH0001362,mass,Ha Noi,under_10m,A,1972,female
SH0001363,mass,Dong Nai,over_25m,D,1996,female
SH0001364,mass,Can Tho,under_10m,C,1988,female
SH0001365,mass,Ho Chi Minh City,10m_to_25m,E,1983,female
SH0001366,mass,Nghe An,10m_to_25m,C,1977,male
SH0001367,mass,Hai Phong,over_25m,C,1994,female
SH0001368,mass,Ho Chi Minh City,under_10m,C,2003,male
SH0001369,emerging_affluent,Ho Chi Minh City,10m_to_25m,C,1974,female
SH0001370,mass,Ho Chi Minh City,under_10m,A,1975,male
SH0001371,emerging_affluent,Long An,under_10m,B,1985,male
SH0001372,mass,Bac Ninh,over_25m,C,2002,male
SH0001373,mass,Dong Nai,under_10m,D,1967,female
SH0001374,mass,Ha Noi,10m_to_25m,D,1965,male
SH0001375,emerging_affluent,Ha Noi,over_25m,B,2000,male
SH0001376,mass,Binh Duong,over_25m,A,1992,female
SH0001377,mass,Hai Phong,over_25m,A,2005,male
SH0001378,emerging_affluent,Ho Chi Minh City,over_25m,A,1994,male
SH0001379,emerging_affluent,Ho Chi Minh City,under_10m,D,1975,male
SH0001380,mass,Ha Noi,over_25m,C,1978,male
SH0001381,emerging_affluent,Ha Noi,10m_to_25m,C,2002,female
SH0001382,mass,Ha Noi,under_10m,C,1966,female
SH0001383,mass,Da Nang,over_25m,E,1986,female
SH0001384,mass,Ha Noi,over_25m,D,1967,female
SH0001385,mass,Can Tho,10m_to_25m,B,1982,female
SH0001386,emerging_affluent,Long An,under_10m,D,1983,male
SH0001387,mass,Ha Noi,over_25m,D,1982,female
SH0001388,mass,Da Nang,10m_to_25m,D,1990,female
SH0001389,mass,Ha Noi,over_25m,C,1965,male
SH0001390,emerging_affluent,Ho Chi Minh City,under_10m,D,1995,female
SH0001391,mass,Ho Chi Minh City,under_10m,D,1967,female
SH0001392,mass,Ha Noi,under_10m,B,1973,female
SH0001393,mass,Bac Ninh,10m_to_25m,C,1996,male
SH0001394,emerging_affluent,Bac Ninh,under_10m,C,1997,female
SH0001395,mass,Ho Chi Minh City,over_25m,B,1990,female
SH0001396,mass,Bac Ninh,10m_to_25m,B,1987,female
SH0001397,emerging_affluent,Khanh Hoa,10m_to_25m,C,2004,female
SH0001398,emerging_affluent,Ha Noi,10m_to_25m,C,1992,male
SH0001399,mass,Ho Chi Minh City,under_10m,B,1966,male
SH0001400,mass,Dong Nai,10m_to_25m,B,1974,female
SH0001401,mass,Ho Chi Minh City,10m_to_25m,C,1986,female
SH0001402,mass,Ha Noi,under_10m,C,1965,male
SH0001403,mass,Thanh Hoa,under_10m,A,1982,male
SH0001404,emerging_affluent,Khanh Hoa,under_10m,B,1988,female
SH0001405,emerging_affluent,Ha Noi,under_10m,B,1981,male
SH0001406,mass,Dong Nai,10m_to_25m,C,1971,male
SH0001407,mass,Ho Chi Minh City,10m_to_25m,C,1998,male
SH0001408,mass,Da Nang,10m_to_25m,D,1991,female
SH0001409,mass,Long An,10m_to_25m,B,1988,female
SH0001410,mass,Nghe An,over_25m,D,2002,male
SH0001411,mass,Khanh Hoa,under_10m,C,1969,female
SH0001412,mass,Can Tho,under_10m,C,1977,male
SH0001413,emerging_affluent,Binh Duong,10m_to_25m,A,1980,male
SH0001414,emerging_affluent,Ho Chi Minh City,10m_to_25m,C,1983,male
SH0001415,mass,Long An,10m_to_25m,B,1973,male
SH0001416,mass,Ha Noi,over_25m,C,2002,female
SH0001417,mass,Bac Ninh,10m_to_25m,B,1974,female
SH0001418,emerging_affluent,Hai Phong,under_10m,D,1966,male
SH0001419,emerging_affluent,Ha Noi,under_10m,C,1972,male
SH0001420,emerging_affluent,Dong Nai,under_10m,E,2004,male
SH0001421,mass,Ha Noi,under_10m,C,1989,female
SH0001422,mass,Can Tho,over_25m,C,1994,female
SH0001423,mass,Bac Ninh,over_25m,B,1978,female
SH0001424,emerging_affluent,Ha Noi,under_10m,E,1983,female
SH0001425,mass,Ho Chi Minh City,under_10m,B,1993,male
SH0001426,mass,Thanh Hoa,over_25m,B,1994,male
SH0001427,mass,Long An,10m_to_25m,B,1969,male
SH0001428,mass,Dong Nai,10m_to_25m,C,2002,male
SH0001429,mass,Ha Noi,under_10m,D,1997,male
SH0001430,mass,Thanh Hoa,under_10m,C,1968,female
SH0001431,mass,Can Tho,10m_to_25m,C,1965,female
SH0001432,mass,Ho Chi Minh City,under_10m,C,2004,male
SH0001433,emerging_affluent,Da Nang,over_25m,B,1996,male
SH0001434,mass,Ho Chi Minh City,under_10m,C,1997,male
SH0001435,mass,Ho Chi Minh City,10m_to_25m,D,1993,male
SH0001436,mass,Ho Chi Minh City,10m_to_25m,C,1972,male
SH0001437,mass,Nghe An,10m_to_25m,E,1977,male
SH0001438,mass,Long An,10m_to_25m,D,1965,female
SH0001439,mass,Ha Noi,under_10m,D,2005,female
SH0001440,emerging_affluent,Bac Ninh,under_10m,E,1977,male
SH0001441,emerging_affluent,Long An,10m_to_25m,D,1981,male
SH0001442,mass,Ho Chi Minh City,under_10m,C,1997,male
SH0001443,mass,Thanh Hoa,10m_to_25m,B,1967,male
SH0001444,mass,Ho Chi Minh City,10m_to_25m,B,1994,male
SH0001445,mass,Dong Nai,under_10m,E,1986,male
SH0001446,emerging_affluent,Ho Chi Minh City,10m_to_25m,C,1976,female
SH0001447,mass,Ha Noi,under_10m,B,1999,male
SH0001448,mass,Binh Duong,under_10m,C,2001,female
SH0001449,mass,Ho Chi Minh City,10m_to_25m,A,1998,male
SH0001450,mass,Da Nang,10m_to_25m,A,1975,female
SH0001451,emerging_affluent,Nghe An,over_25m,C,1999,female
SH0001452,emerging_affluent,Can Tho,over_25m,D,1995,male
SH0001453,mass,Long An,over_25m,C,2003,female
SH0001454,emerging_affluent,Ha Noi,under_10m,B,1979,male
SH0001455,emerging_affluent,Binh Duong,10m_to_25m,D,1974,female
SH0001456,emerging_affluent,Ho Chi Minh City,10m_to_25m,C,1973,female
SH0001457,emerging_affluent,Binh Duong,10m_to_25m,C,1989,male
SH0001458,mass,Ho Chi Minh City,10m_to_25m,D,1977,male
SH0001459,mass,Long An,over_25m,C,1973,male
SH0001460,mass,Dong Nai,10m_to_25m,E,2000,female
SH0001461,mass,Long An,under_10m,A,1979,female
SH0001462,mass,Nghe An,under_10m,D,1988,male
SH0001463,mass,Khanh Hoa,over_25m,B,1999,female
SH0001464,mass,Thanh Hoa,10m_to_25m,C,1980,female
SH0001465,emerging_affluent,Thanh Hoa,10m_to_25m,C,1993,male
SH0001466,emerging_affluent,Can Tho,10m_to_25m,B,1972,female
SH0001467,mass,Hai Phong,under_10m,C,2003,female
SH0001468,mass,Binh Duong,10m_to_25m,B,1980,male
SH0001469,mass,Da Nang,under_10m,E,1985,female
