snapshot_month,loan_id,outstanding_principal,dpd,dpd_bucket,status,is_restructured
2024-12-31,LN00001750,21050000,13,dpd_1_29,active,false
2025-01-31,LN00001750,14033333,14,dpd_1_29,active,false
2025-02-28,LN00001750,7016667,0,current,active,false
2025-03-31,LN00001750,0,0,current,closed,false
2024-04-30,LN00001751,18133333,0,current,active,false
2024-05-31,LN00001751,17566667,0,current,active,false
2024-06-30,LN00001751,17000000,0,current,active,false
2024-07-31,LN00001751,16433333,0,current,active,false
2024-08-31,LN00001751,15866667,0,current,active,false
2024-09-30,LN00001751,15300000,0,current,active,false
2024-10-31,LN00001751,14733333,0,current,active,false
2024-11-30,LN00001751,14166667,0,current,active,false
2024-12-31,LN00001751,13600000,0,current,active,false
2025-01-31,LN00001751,13033333,0,current,active,false
2025-02-28,LN00001751,12466667,0,current,active,false
2025-03-31,LN00001751,11900000,0,current,active,false
2025-04-30,LN00001751,11333333,0,current,active,false
2025-05-31,LN00001751,10766667,0,current,active,false
2025-06-30,LN00001751,10200000,0,current,active,false
2025-07-31,LN00001751,9633333,0,current,active,false
2025-08-31,LN00001751,9066667,0,current,active,false
2025-09-30,LN00001751,8500000,0,current,active,false
2025-10-31,LN00001751,7933333,0,current,active,false
2025-11-30,LN00001751,7366667,0,current,active,false
2025-12-31,LN00001751,6800000,0,current,active,false
2024-04-30,LN00001752,15562500,0,current,active,false
2024-05-31,LN00001752,14525000,0,current,active,false
2024-06-30,LN00001752,13487500,0,current,active,false
2024-07-31,LN00001752,12450000,0,current,active,false
2024-08-31,LN00001752,11412500,0,current,active,false
2024-09-30,LN00001752,10375000,0,current,active,false
2024-10-31,LN00001752,9337500,0,current,active,false
2024-11-30,LN00001752,8300000,0,current,active,false
2024-12-31,LN00001752,7262500,25,dpd_1_29,active,false
2025-01-31,LN00001752,6225000,25,dpd_1_29,active,false
2025-02-28,LN00001752,5187500,41,dpd_30_59,active,false
2025-03-31,LN00001752,4150000,42,dpd_30_59,active,false
2025-04-30,LN00001752,3112500,44,dpd_30_59,active,false
2025-05-31,LN00001752,2075000,44,dpd_30_59,active,false
2025-06-30,LN00001752,1037500,45,dpd_30_59,active,false
2025-07-31,LN00001752,0,0,current,closed,false
2024-04-30,LN00001753,13173077,0,current,active,false
2024-05-31,LN00001753,12646154,0,current,active,false
2024-06-30,LN00001753,12119231,0,current,active,false
2024-07-31,LN00001753,11592308,0,current,active,false
2024-08-31,LN00001753,11065385,39,dpd_30_59,active,false
2024-09-30,LN00001753,10538462,41,dpd_30_59,active,false
2024-10-31,LN00001753,10011538,68,dpd_60_89,active,false
2024-11-30,LN00001753,9484615,48,dpd_30_59,active,false
2024-12-31,LN00001753,8957692,48,dpd_30_59,active,false
2025-01-31,LN00001753,8430769,68,dpd_60_89,active,false
2025-02-28,LN00001753,7903846,69,dpd_60_89,active,false
2025-03-31,LN00001753,7376923,70,dpd_60_89,active,false
2025-04-30,LN00001753,6850000,72,dpd_60_89,active,false
2025-05-31,LN00001753,6323077,42,dpd_30_59,active,false
2025-06-30,LN00001753,5796154,44,dpd_30_59,active,false
2025-07-31,LN00001753,5269231,46,dpd_30_59,active,false
2025-08-31,LN00001753,4742308,48,dpd_30_59,active,false
2025-09-30,LN00001753,4215385,14,dpd_1_29,active,false
2025-10-31,LN00001753,3688462,14,dpd_1_29,active,false
2025-11-30,LN00001753,3161538,15,dpd_1_29,active,false
2025-12-31,LN00001753,2634615,17,dpd_1_29,active,false
2024-04-30,LN00001754,9800000,0,current,active,false
2024-05-31,LN00001754,8400000,0,current,active,false
2024-06-30,LN00001754,7000000,27,dpd_1_29,active,false
2024-07-31,LN00001754,5600000,0,current,active,false
2024-08-31,LN00001754,4200000,0,current,active,false
2024-09-30,LN00001754,2800000,0,current,active,false
2024-10-31,LN00001754,1400000,0,current,active,false
2024-11-30,LN00001754,0,0,current,closed,false
2024-04-30,LN00001755,35055000,0,current,active,false
2024-05-31,LN00001755,33210000,0,current,active,false
2024-06-30,LN00001755,31365000,0,current,active,false
2024-07-31,LN00001755,29520000,0,current,active,false
2024-08-31,LN00001755,27675000,0,current,active,false
2024-09-30,LN00001755,25830000,0,current,active,false
2024-10-31,LN00001755,23985000,0,current,active,false
2024-11-30,LN00001755,22140000,0,current,active,false
2024-12-31,LN00001755,20295000,0,current,active,false
2025-01-31,LN00001755,18450000,0,current,active,false
2025-02-28,LN00001755,16605000,0,current,active,false
2025-03-31,LN00001755,14760000,0,current,active,false
2025-04-30,LN00001755,12915000,0,current,active,false
2025-05-31,LN00001755,11070000,34,dpd_30_59,active,false
2025-06-30,LN00001755,9225000,34,dpd_30_59,active,false
2025-07-31,LN00001755,7380000,35,dpd_30_59,active,false
2025-08-31,LN00001755,5535000,68,dpd_60_89,active,false
2025-09-30,LN00001755,3690000,69,dpd_60_89,active,false
2025-10-31,LN00001755,1845000,70,dpd_60_89,active,false
2025-11-30,LN00001755,0,0,current,closed,false
2024-04-30,LN00001756,35909091,0,current,active,false
2024-05-31,LN00001756,32318182,0,current,active,false
2024-06-30,LN00001756,28727273,0,current,active,false
2024-07-31,LN00001756,25136364,0,current,active,false
2024-08-31,LN00001756,21545455,0,current,active,false
2024-09-30,LN00001756,17954545,0,current,active,false
2024-10-31,LN00001756,14363636,0,current,active,false
2024-11-30,LN00001756,10772727,0,current,active,false
2024-12-31,LN00001756,7181818,0,current,active,false
2025-01-31,LN00001756,3590909,0,current,active,false
2025-02-28,LN00001756,0,0,current,closed,false
2024-04-30,LN00001757,16177778,0,current,active,false
2024-05-31,LN00001757,14155556,0,current,active,false
2024-06-30,LN00001757,12133333,0,current,active,false
2024-07-31,LN00001757,10111111,0,current,active,false
2024-08-31,LN00001757,8088889,0,current,active,false
2024-09-30,LN00001757,6066667,0,current,active,false
2024-10-31,LN00001757,4044444,0,current,active,false
2024-11-30,LN00001757,2022222,0,current,active,false
2024-12-31,LN00001757,0,0,current,closed,false
2024-04-30,LN00001758,105337931,0,current,active,false
2024-05-31,LN00001758,101575862,0,current,active,false
2024-06-30,LN00001758,97813793,0,current,active,false
2024-07-31,LN00001758,94051724,0,current,active,false
2024-08-31,LN00001758,90289655,0,current,active,false
2024-09-30,LN00001758,86527586,0,current,active,false
2024-10-31,LN00001758,82765517,0,current,active,false
2024-11-30,LN00001758,79003448,0,current,active,false
2024-12-31,LN00001758,75241379,0,current,active,false
2025-01-31,LN00001758,71479310,0,current,active,false
2025-02-28,LN00001758,67717241,0,current,active,false
2025-03-31,LN00001758,63955172,0,current,active,false
2025-04-30,LN00001758,60193103,0,current,active,false
2025-05-31,LN00001758,56431034,0,current,active,false
2025-06-30,LN00001758,52668966,0,current,active,false
2025-07-31,LN00001758,48906897,0,current,active,false
2025-08-31,LN00001758,45144828,0,current,active,false
2025-09-30,LN00001758,41382759,0,current,active,false
2025-10-31,LN00001758,37620690,0,current,active,false
2025-11-30,LN00001758,33858621,0,current,active,false
2025-12-31,LN00001758,30096552,0,current,active,false
2024-04-30,LN00001759,13200000,21,dpd_1_29,active,false
2024-05-31,LN00001759,12100000,22,dpd_1_29,active,false
2024-06-30,LN00001759,11000000,24,dpd_1_29,active,false
2024-07-31,LN00001759,9900000,26,dpd_1_29,active,false
2024-08-31,LN00001759,8800000,0,current,active,false
2024-09-30,LN00001759,7700000,0,current,active,false
2024-10-31,LN00001759,6600000,0,current,active,false
2024-11-30,LN00001759,5500000,0,current,active,false
2024-12-31,LN00001759,4400000,0,current,active,false
2025-01-31,LN00001759,3300000,0,current,active,false
2025-02-28,LN00001759,2200000,0,current,active,false
2025-03-31,LN00001759,1100000,18,dpd_1_29,active,false
2025-04-30,LN00001759,0,0,current,closed,false
2024-04-30,LN00001760,46190476,0,current,active,false
2024-05-31,LN00001760,43880952,0,current,active,false
2024-06-30,LN00001760,41571429,0,current,active,false
2024-07-31,LN00001760,39261905,0,current,active,false
2024-08-31,LN00001760,36952381,0,current,active,false
2024-09-30,LN00001760,34642857,0,current,active,false
2024-10-31,LN00001760,32333333,0,current,active,false
2024-11-30,LN00001760,30023810,0,current,active,false
2024-12-31,LN00001760,27714286,0,current,active,false
2025-01-31,LN00001760,25404762,0,current,active,false
2025-02-28,LN00001760,23095238,0,current,active,false
2025-03-31,LN00001760,20785714,0,current,active,false
2025-04-30,LN00001760,18476190,24,dpd_1_29,active,false
2025-05-31,LN00001760,16166667,24,dpd_1_29,active,false
2025-06-30,LN00001760,13857143,24,dpd_1_29,active,false
2025-07-31,LN00001760,11547619,25,dpd_1_29,active,false
2025-08-31,LN00001760,9238095,0,current,active,false
2025-09-30,LN00001760,6928571,0,current,active,false
2025-10-31,LN00001760,4619048,0,current,active,false
2025-11-30,LN00001760,2309524,0,current,active,false
2025-12-31,LN00001760,0,0,current,closed,false
2024-04-30,LN00001761,206150000,29,dpd_1_29,active,false
2024-05-31,LN00001761,195300000,29,dpd_1_29,active,false
2024-06-30,LN00001761,184450000,29,dpd_1_29,active,false
2024-07-31,LN00001761,173600000,8,dpd_1_29,active,false
2024-08-31,LN00001761,162750000,0,current,active,false
2024-09-30,LN00001761,151900000,0,current,active,false
2024-10-31,LN00001761,141050000,27,dpd_1_29,active,false
2024-11-30,LN00001761,130200000,0,current,active,false
2024-12-31,LN00001761,119350000,0,current,active,false
2025-01-31,LN00001761,108500000,0,current,active,false
2025-02-28,LN00001761,97650000,0,current,active,false
2025-03-31,LN00001761,86800000,0,current,active,false
2025-04-30,LN00001761,75950000,0,current,active,false
2025-05-31,LN00001761,65100000,0,current,active,false
2025-06-30,LN00001761,54250000,0,current,active,false
2025-07-31,LN00001761,43400000,0,current,active,false
2025-08-31,LN00001761,32550000,0,current,active,false
2025-09-30,LN00001761,21700000,0,current,active,false
2025-10-31,LN00001761,10850000,0,current,active,false
2025-11-30,LN00001761,0,0,current,closed,false
2024-04-30,LN00001762,8704348,0,current,active,false
2024-05-31,LN00001762,8308696,0,current,active,false
2024-06-30,LN00001762,7913043,0,current,active,false
2024-07-31,LN00001762,7517391,0,current,active,false
2024-08-31,LN00001762,7121739,0,current,active,false
2024-09-30,LN00001762,6726087,44,dpd_30_59,active,false
2024-10-31,LN00001762,6330435,8,dpd_1_29,active,false
2024-11-30,LN00001762,5934783,10,dpd_1_29,active,false
2024-12-31,LN00001762,5539130,10,dpd_1_29,active,false
2025-01-31,LN00001762,5143478,0,current,active,false
2025-02-28,LN00001762,4747826,0,current,active,false
2025-03-31,LN00001762,4352174,0,current,active,false
2025-04-30,LN00001762,3956522,0,current,active,false
2025-05-31,LN00001762,3560870,0,current,active,false
2025-06-30,LN00001762,3165217,0,current,active,false
2025-07-31,LN00001762,2769565,0,current,active,false
2025-08-31,LN00001762,2373913,0,current,active,false
2025-09-30,LN00001762,1978261,0,current,active,false
2025-10-31,LN00001762,1582609,0,current,active,false
2025-11-30,LN00001762,1186957,0,current,active,false
2025-12-31,LN00001762,791304,0,current,active,false
2024-04-30,LN00001763,8680000,0,current,active,false
2024-05-31,LN00001763,8060000,0,current,active,false
2024-06-30,LN00001763,7440000,0,current,active,false
2024-07-31,LN00001763,6820000,0,current,active,false
2024-08-31,LN00001763,6200000,0,current,active,false
2024-09-30,LN00001763,5580000,0,current,active,false
2024-10-31,LN00001763,4960000,0,current,active,false
2024-11-30,LN00001763,4340000,21,dpd_1_29,active,false
2024-12-31,LN00001763,3720000,0,current,active,false
2025-01-31,LN00001763,3100000,0,current,active,false
2025-02-28,LN00001763,2480000,21,dpd_1_29,active,false
2025-03-31,LN00001763,1860000,23,dpd_1_29,active,false
2025-04-30,LN00001763,1240000,24,dpd_1_29,active,false
2025-05-31,LN00001763,620000,24,dpd_1_29,active,false
2025-06-30,LN00001763,0,0,current,closed,false
2024-04-30,LN00001764,7811765,0,current,active,false
2024-05-31,LN00001764,7323529,0,current,active,false
2024-06-30,LN00001764,6835294,0,current,active,false
2024-07-31,LN00001764,6347059,0,current,active,false
2024-08-31,LN00001764,5858824,31,dpd_30_59,active,false
2024-09-30,LN00001764,5370588,2,dpd_1_29,active,false
2024-10-31,LN00001764,4882353,2,dpd_1_29,active,false
2024-11-30,LN00001764,4394118,2,dpd_1_29,active,false
2024-12-31,LN00001764,3905882,3,dpd_1_29,active,false
2025-01-31,LN00001764,3417647,0,current,active,false
2025-02-28,LN00001764,2929412,25,dpd_1_29,active,false
2025-03-31,LN00001764,2441176,26,dpd_1_29,active,false
2025-04-30,LN00001764,1952941,26,dpd_1_29,active,false
2025-05-31,LN00001764,1464706,27,dpd_1_29,active,false
2025-06-30,LN00001764,976471,0,current,active,false
2025-07-31,LN00001764,488235,0,current,active,false
2025-08-31,LN00001764,0,0,current,closed,false
2024-04-30,LN00001765,13562500,0,current,active,false
2024-05-31,LN00001765,13125000,0,current,active,false
2024-06-30,LN00001765,12687500,0,current,active,false
2024-07-31,LN00001765,12250000,0,current,active,false
2024-08-31,LN00001765,11812500,0,current,active,false
2024-09-30,LN00001765,11375000,0,current,active,false
2024-10-31,LN00001765,10937500,0,current,active,false
2024-11-30,LN00001765,10500000,0,current,active,false
2024-12-31,LN00001765,10062500,0,current,active,false
2025-01-31,LN00001765,9625000,0,current,active,false
2025-02-28,LN00001765,9187500,0,current,active,false
2025-03-31,LN00001765,8750000,0,current,active,false
2025-04-30,LN00001765,8312500,0,current,active,false
2025-05-31,LN00001765,7875000,0,current,active,false
2025-06-30,LN00001765,7437500,0,current,active,false
2025-07-31,LN00001765,7000000,0,current,active,false
2025-08-31,LN00001765,6562500,0,current,active,false
2025-09-30,LN00001765,6125000,0,current,active,false
2025-10-31,LN00001765,5687500,0,current,active,false
2025-11-30,LN00001765,5250000,0,current,active,false
2025-12-31,LN00001765,4812500,0,current,active,false
2024-04-30,LN00001766,4200000,0,current,active,false
2024-05-31,LN00001766,3500000,0,current,active,false
2024-06-30,LN00001766,2800000,0,current,active,false
2024-07-31,LN00001766,2100000,0,current,active,false
2024-08-31,LN00001766,1400000,0,current,active,false
2024-09-30,LN00001766,700000,0,current,active,false
2024-10-31,LN00001766,0,0,current,closed,false
2024-04-30,LN00001767,17884615,0,current,active,false
2024-05-31,LN00001767,17169231,0,current,active,false
2024-06-30,LN00001767,16453846,0,current,active,false
2024-07-31,LN00001767,15738462,0,current,active,false
2024-08-31,LN00001767,15023077,0,current,active,false
2024-09-30,LN00001767,14307692,0,current,active,false
2024-10-31,LN00001767,13592308,0,current,active,false
2024-11-30,LN00001767,12876923,0,current,active,false
2024-12-31,LN00001767,12161538,0,current,active,false
2025-01-31,LN00001767,11446154,0,current,active,false
2025-02-28,LN00001767,10730769,0,current,active,false
2025-03-31,LN00001767,10015385,0,current,active,false
2025-04-30,LN00001767,9300000,0,current,active,false
2025-05-31,LN00001767,8584615,0,current,active,false
2025-06-30,LN00001767,7869231,0,current,active,false
2025-07-31,LN00001767,7153846,0,current,active,false
2025-08-31,LN00001767,6438462,0,current,active,false
2025-09-30,LN00001767,5723077,30,dpd_30_59,active,false
2025-10-31,LN00001767,5007692,0,current,active,false
2025-11-30,LN00001767,4292308,0,current,active,false
2025-12-31,LN00001767,3576923,0,current,active,false
2024-04-30,LN00001768,28885714,0,current,active,false
2024-05-31,LN00001768,24071429,0,current,active,false
2024-06-30,LN00001768,19257143,0,current,active,false
2024-07-31,LN00001768,14442857,0,current,active,false
2024-08-31,LN00001768,9628571,0,current,active,false
2024-09-30,LN00001768,4814286,0,current,active,false
2024-10-31,LN00001768,0,0,current,closed,false
2024-04-30,LN00001769,7159091,0,current,active,false
2024-05-31,LN00001769,6818182,0,current,active,false
2024-06-30,LN00001769,6477273,0,current,active,false
2024-07-31,LN00001769,6136364,0,current,active,false
2024-08-31,LN00001769,5795455,0,current,active,false
2024-09-30,LN00001769,5454545,0,current,active,false
2024-10-31,LN00001769,5113636,0,current,active,false
2024-11-30,LN00001769,4772727,0,current,active,false
2024-12-31,LN00001769,4431818,0,current,active,false
2025-01-31,LN00001769,4090909,0,current,active,false
2025-02-28,LN00001769,3750000,0,current,active,false
2025-03-31,LN00001769,3409091,0,current,active,false
2025-04-30,LN00001769,3068182,0,current,active,false
2025-05-31,LN00001769,2727273,0,current,active,false
2025-06-30,LN00001769,2386364,0,current,active,false
2025-07-31,LN00001769,2045455,0,current,active,false
2025-08-31,LN00001769,1704545,0,current,active,false
2025-09-30,LN00001769,1363636,0,current,active,false
2025-10-31,LN00001769,1022727,0,current,active,false
2025-11-30,LN00001769,681818,0,current,active,false
2025-12-31,LN00001769,340909,0,current,active,false
2024-04-30,LN00001770,199710000,0,current,active,false
2024-05-31,LN00001770,177520000,0,current,active,false
2024-06-30,LN00001770,155330000,0,current,active,false
2024-07-31,LN00001770,133140000,31,dpd_30_59,active,false
2024-08-31,LN00001770,110950000,31,dpd_30_59,active,false
2024-09-30,LN00001770,88760000,32,dpd_30_59,active,false
2024-10-31,LN00001770,66570000,34,dpd_30_59,active,false
2024-11-30,LN00001770,44380000,34,dpd_30_59,active,false
2024-12-31,LN00001770,22190000,35,dpd_30_59,active,false
2025-01-31,LN00001770,0,0,current,closed,false
2024-04-30,LN00001771,31186207,0,current,active,false
2024-05-31,LN00001771,30072414,15,dpd_1_29,active,false
2024-06-30,LN00001771,28958621,0,current,active,false
2024-07-31,LN00001771,27844828,0,current,active,false
2024-08-31,LN00001771,26731034,0,current,active,false
2024-09-30,LN00001771,25617241,0,current,active,false
2024-10-31,LN00001771,24503448,0,current,active,false
2024-11-30,LN00001771,23389655,0,current,active,false
2024-12-31,LN00001771,22275862,0,current,active,false
2025-01-31,LN00001771,21162069,0,current,active,false
2025-02-28,LN00001771,20048276,0,current,active,false
2025-03-31,LN00001771,18934483,0,current,active,false
2025-04-30,LN00001771,17820690,0,current,active,false
2025-05-31,LN00001771,16706897,0,current,active,false
2025-06-30,LN00001771,15593103,0,current,active,false
2025-07-31,LN00001771,14479310,0,current,active,false
2025-08-31,LN00001771,13365517,0,current,active,false
2025-09-30,LN00001771,12251724,0,current,active,false
2025-10-31,LN00001771,11137931,0,current,active,false
2025-11-30,LN00001771,10024138,0,current,active,false
2025-12-31,LN00001771,8910345,0,current,active,false
2024-04-30,LN00001772,14085714,0,current,active,false
2024-05-31,LN00001772,13671429,0,current,active,false
2024-06-30,LN00001772,13257143,0,current,active,false
2024-07-31,LN00001772,12842857,0,current,active,false
2024-08-31,LN00001772,12428571,0,current,active,false
2024-09-30,LN00001772,12014286,0,current,active,false
2024-10-31,LN00001772,11600000,0,current,active,false
2024-11-30,LN00001772,11185714,0,current,active,false
2024-12-31,LN00001772,10771429,0,current,active,false
2025-01-31,LN00001772,10357143,0,current,active,false
2025-02-28,LN00001772,9942857,0,current,active,false
2025-03-31,LN00001772,9528571,0,current,active,false
2025-04-30,LN00001772,9114286,30,dpd_30_59,active,false
2025-05-31,LN00001772,8700000,0,current,active,false
2025-06-30,LN00001772,8285714,0,current,active,false
2025-07-31,LN00001772,7871429,0,current,active,false
2025-08-31,LN00001772,7457143,0,current,active,false
2025-09-30,LN00001772,7042857,0,current,active,false
2025-10-31,LN00001772,6628571,0,current,active,false
2025-11-30,LN00001772,6214286,0,current,active,false
2025-12-31,LN00001772,5800000,0,current,active,false
2024-04-30,LN00001773,32266667,0,current,active,false
2024-05-31,LN00001773,28233333,0,current,active,false
2024-06-30,LN00001773,24200000,0,current,active,false
2024-07-31,LN00001773,20166667,0,current,active,false
2024-08-31,LN00001773,16133333,0,current,active,false
2024-09-30,LN00001773,12100000,0,current,active,false
2024-10-31,LN00001773,8066667,0,current,active,false
2024-11-30,LN00001773,4033333,0,current,active,false
2024-12-31,LN00001773,0,0,current,closed,false
2024-04-30,LN00001774,2250000,0,current,active,false
2024-05-31,LN00001774,1800000,0,current,active,false
2024-06-30,LN00001774,1350000,0,current,active,false
2024-07-31,LN00001774,900000,0,current,active,false
2024-08-31,LN00001774,450000,0,current,active,false
2024-09-30,LN00001774,0,0,current,closed,false
2024-04-30,LN00001775,10762500,0,current,active,false
2024-05-31,LN00001775,9225000,0,current,active,false
2024-06-30,LN00001775,7687500,0,current,active,false
2024-07-31,LN00001775,6150000,0,current,active,false
2024-08-31,LN00001775,4612500,0,current,active,false
2024-09-30,LN00001775,3075000,0,current,active,false
2024-10-31,LN00001775,1537500,0,current,active,false
2024-11-30,LN00001775,0,0,current,closed,false
2024-04-30,LN00001776,1615000,0,current,active,false
2024-05-31,LN00001776,1530000,0,current,active,false
2024-06-30,LN00001776,1445000,0,current,active,false
2024-07-31,LN00001776,1360000,0,current,active,false
2024-08-31,LN00001776,1275000,0,current,active,false
2024-09-30,LN00001776,1190000,0,current,active,false
2024-10-31,LN00001776,1105000,0,current,active,false
2024-11-30,LN00001776,1020000,0,current,active,false
2024-12-31,LN00001776,935000,0,current,active,false
2025-01-31,LN00001776,850000,0,current,active,false
2025-02-28,LN00001776,765000,0,current,active,false
2025-03-31,LN00001776,680000,0,current,active,false
2025-04-30,LN00001776,595000,0,current,active,false
2025-05-31,LN00001776,510000,41,dpd_30_59,active,false
2025-06-30,LN00001776,425000,17,dpd_1_29,active,false
2025-07-31,LN00001776,340000,19,dpd_1_29,active,false
2025-08-31,LN00001776,255000,0,current,active,false
2025-09-30,LN00001776,170000,0,current,active,false
2025-10-31,LN00001776,85000,0,current,active,false
2025-11-30,LN00001776,0,0,current,closed,false
2024-04-30,LN00001777,12181818,0,current,active,false
2024-05-31,LN00001777,10963636,0,current,active,false
2024-06-30,LN00001777,9745455,0,current,active,false
2024-07-31,LN00001777,8527273,0,current,active,false
2024-08-31,LN00001777,7309091,24,dpd_1_29,active,false
2024-09-30,LN00001777,6090909,0,current,active,false
2024-10-31,LN00001777,4872727,0,current,active,false
2024-11-30,LN00001777,3654545,0,current,active,false
2024-12-31,LN00001777,2436364,0,current,active,false
2025-01-31,LN00001777,1218182,0,current,active,false
2025-02-28,LN00001777,0,0,current,closed,false
2024-04-30,LN00001778,131808000,0,current,active,false
2024-05-31,LN00001778,126316000,0,current,active,false
2024-06-30,LN00001778,120824000,0,current,active,false
2024-07-31,LN00001778,115332000,0,current,active,false
2024-08-31,LN00001778,109840000,0,current,active,false
2024-09-30,LN00001778,104348000,0,current,active,false
2024-10-31,LN00001778,98856000,0,current,active,false
2024-11-30,LN00001778,93364000,18,dpd_1_29,active,false
2024-12-31,LN00001778,87872000,20,dpd_1_29,active,false
2025-01-31,LN00001778,82380000,22,dpd_1_29,active,false
2025-02-28,LN00001778,76888000,0,current,active,false
2025-03-31,LN00001778,71396000,0,current,active,false
2025-04-30,LN00001778,65904000,0,current,active,false
2025-05-31,LN00001778,60412000,0,current,active,false
2025-06-30,LN00001778,54920000,0,current,active,false
2025-07-31,LN00001778,49428000,0,current,active,false
2025-08-31,LN00001778,43936000,0,current,active,false
2025-09-30,LN00001778,38444000,0,current,active,false
2025-10-31,LN00001778,32952000,0,current,active,false
2025-11-30,LN00001778,27460000,0,current,active,false
2025-12-31,LN00001778,21968000,0,current,active,false
2024-04-30,LN00001779,117835714,31,dpd_30_59,active,false
2024-05-31,LN00001779,113471429,32,dpd_30_59,active,false
2024-06-30,LN00001779,109107143,33,dpd_30_59,active,false
2024-07-31,LN00001779,104742857,2,dpd_1_29,active,false
2024-08-31,LN00001779,100378571,24,dpd_1_29,active,false
2024-09-30,LN00001779,96014286,26,dpd_1_29,active,false
2024-10-31,LN00001779,91650000,26,dpd_1_29,active,false
2024-11-30,LN00001779,87285714,44,dpd_30_59,active,false
2024-12-31,LN00001779,82921429,46,dpd_30_59,active,false
2025-01-31,LN00001779,78557143,15,dpd_1_29,active,false
2025-02-28,LN00001779,74192857,37,dpd_30_59,active,false
2025-03-31,LN00001779,69828571,67,dpd_60_89,active,false
2025-04-30,LN00001779,65464286,35,dpd_30_59,active,false
2025-05-31,LN00001779,61100000,37,dpd_30_59,active,false
2025-06-30,LN00001779,56735714,38,dpd_30_59,active,false
2025-07-31,LN00001779,52371429,60,dpd_60_89,active,false
2025-08-31,LN00001779,48007143,61,dpd_60_89,active,false
2025-09-30,LN00001779,43642857,62,dpd_60_89,active,false
2025-10-31,LN00001779,39278571,62,dpd_60_89,active,false
2025-11-30,LN00001779,34914286,64,dpd_60_89,active,false
2025-12-31,LN00001779,30550000,64,dpd_60_89,active,false
2024-04-30,LN00001780,40094118,0,current,active,false
2024-05-31,LN00001780,37588235,0,current,active,false
2024-06-30,LN00001780,35082353,0,current,active,false
2024-07-31,LN00001780,32576471,0,current,active,false
2024-08-31,LN00001780,30070588,0,current,active,false
2024-09-30,LN00001780,27564706,0,current,active,false
2024-10-31,LN00001780,25058824,0,current,active,false
2024-11-30,LN00001780,22552941,0,current,active,false
2024-12-31,LN00001780,20047059,30,dpd_30_59,active,false
2025-01-31,LN00001780,17541176,67,dpd_60_89,active,false
2025-02-28,LN00001780,15035294,68,dpd_60_89,active,false
2025-03-31,LN00001780,12529412,69,dpd_60_89,active,false
2025-04-30,LN00001780,10023529,108,dpd_90_plus,active,false
2025-05-31,LN00001780,7517647,81,dpd_60_89,active,false
2025-06-30,LN00001780,5011765,82,dpd_60_89,active,false
2025-07-31,LN00001780,2505882,83,dpd_60_89,active,false
2025-08-31,LN00001780,0,0,current,closed,false
2024-04-30,LN00001781,19466667,0,current,active,false
2024-05-31,LN00001781,17033333,17,dpd_1_29,active,false
2024-06-30,LN00001781,14600000,18,dpd_1_29,active,false
2024-07-31,LN00001781,12166667,20,dpd_1_29,active,false
2024-08-31,LN00001781,9733333,0,current,active,false
2024-09-30,LN00001781,7300000,0,current,active,false
2024-10-31,LN00001781,4866667,0,current,active,false
2024-11-30,LN00001781,2433333,0,current,active,false
2024-12-31,LN00001781,0,0,current,closed,false
2024-04-30,LN00001782,4725000,0,current,active,false
2024-05-31,LN00001782,4050000,0,current,active,false
2024-06-30,LN00001782,3375000,0,current,active,false
2024-07-31,LN00001782,2700000,0,current,active,false
2024-08-31,LN00001782,2025000,0,current,active,false
2024-09-30,LN00001782,1350000,0,current,active,false
2024-10-31,LN00001782,675000,0,current,active,false
2024-11-30,LN00001782,0,0,current,closed,false
2024-04-30,LN00001783,41419355,0,current,active,false
2024-05-31,LN00001783,40038710,0,current,active,false
2024-06-30,LN00001783,38658065,0,current,active,false
2024-07-31,LN00001783,37277419,0,current,active,false
2024-08-31,LN00001783,35896774,0,current,active,false
2024-09-30,LN00001783,34516129,0,current,active,false
2024-10-31,LN00001783,33135484,0,current,active,false
2024-11-30,LN00001783,31754839,0,current,active,false
2024-12-31,LN00001783,30374194,0,current,active,false
2025-01-31,LN00001783,28993548,0,current,active,false
2025-02-28,LN00001783,27612903,0,current,active,false
2025-03-31,LN00001783,26232258,23,dpd_1_29,active,false
2025-04-30,LN00001783,24851613,24,dpd_1_29,active,false
2025-05-31,LN00001783,23470968,24,dpd_1_29,active,false
2025-06-30,LN00001783,22090323,0,current,active,false
2025-07-31,LN00001783,20709677,0,current,active,false
2025-08-31,LN00001783,19329032,0,current,active,false
2025-09-30,LN00001783,17948387,0,current,active,false
2025-10-31,LN00001783,16567742,0,current,active,false
2025-11-30,LN00001783,15187097,0,current,active,false
2025-12-31,LN00001783,13806452,0,current,active,false
2024-04-30,LN00001784,7650000,0,current,active,false
2024-05-31,LN00001784,6800000,18,dpd_1_29,active,false
2024-06-30,LN00001784,5950000,18,dpd_1_29,active,false
2024-07-31,LN00001784,5100000,0,current,active,false
2024-08-31,LN00001784,4250000,0,current,active,false
2024-09-30,LN00001784,3400000,0,current,active,false
2024-10-31,LN00001784,2550000,0,current,active,false
2024-11-30,LN00001784,1700000,0,current,active,false
2024-12-31,LN00001784,850000,33,dpd_30_59,active,false
2025-01-31,LN00001784,0,0,current,closed,false
2024-04-30,LN00001785,25520000,0,current,active,false
2024-05-31,LN00001785,24640000,0,current,active,false
2024-06-30,LN00001785,23760000,0,current,active,false
