month,loan_id,amount_due,amount_collected,bucket_at_due
2025-05-01,LN00001413,801000,746753,current
2025-06-01,LN00001413,801000,714017,current
2025-07-01,LN00001413,801000,756189,current
2025-08-01,LN00001413,801000,707081,current
2025-09-01,LN00001413,801000,730009,current
2025-10-01,LN00001413,801000,684110,dpd_1_29
2025-11-01,LN00001413,801000,704728,dpd_1_29
2025-12-01,LN00001413,801000,724682,current
2024-03-01,LN00001414,902000,878078,current
2024-04-01,LN00001414,902000,860868,current
2024-05-01,LN00001414,902000,810351,dpd_1_29
2024-06-01,LN00001414,902000,602731,dpd_30_59
2024-07-01,LN00001414,902000,627159,dpd_30_59
2024-08-01,LN00001414,902000,567457,dpd_30_59
2024-09-01,LN00001414,902000,891556,current
2024-10-01,LN00001414,902000,885413,current
2024-11-01,LN00001414,902000,847596,current
2024-12-01,LN00001414,902000,807408,current
2025-01-01,LN00001414,902000,818437,current
2025-02-01,LN00001414,902000,768773,dpd_1_29
2025-03-01,LN00001414,902000,878565,current
2025-04-01,LN00001414,902000,827374,current
2025-05-01,LN00001414,902000,899868,current
2025-06-01,LN00001414,902000,886848,current
2025-07-01,LN00001414,902000,846375,current
2025-08-01,LN00001414,902000,863450,current
2025-09-01,LN00001414,902000,843168,current
2025-10-01,LN00001414,902000,819250,current
2025-11-01,LN00001414,902000,877781,current
2025-12-01,LN00001414,902000,897427,current
2024-03-01,LN00001415,2539000,2535069,current
2024-04-01,LN00001415,2539000,2271154,current
2024-05-01,LN00001415,2539000,2534142,current
2024-06-01,LN00001415,2539000,2515673,current
2024-07-01,LN00001415,2539000,2329150,current
2024-08-01,LN00001415,2539000,2170686,dpd_1_29
2024-09-01,LN00001415,2539000,2491901,current
2024-10-01,LN00001415,2539000,2488033,current
2024-11-01,LN00001415,2539000,2307088,current
2024-12-01,LN00001415,2539000,2493196,current
2025-01-01,LN00001415,2539000,2336785,current
2025-02-01,LN00001415,2539000,2252848,current
2025-03-01,LN00001415,2539000,2340999,current
2025-04-01,LN00001415,2539000,2284454,current
2025-05-01,LN00001415,2539000,2492028,current
2025-06-01,LN00001415,2539000,2526985,current
2025-07-01,LN00001415,2539000,2397611,current
2025-08-01,LN00001415,2539000,2265526,current
2025-09-01,LN00001415,2539000,2154695,dpd_1_29
2025-10-01,LN00001415,2539000,2275452,current
2025-11-01,LN00001415,2539000,2492294,current
2025-12-01,LN00001415,2539000,2369297,current
2024-03-01,LN00001416,2289000,2056015,current
2024-04-01,LN00001416,2289000,2189599,current
2024-05-01,LN00001416,2289000,2143535,current
2024-06-01,LN00001416,2289000,2072908,current
2024-07-01,LN00001416,2289000,2116364,current
2024-08-01,LN00001416,2289000,2186435,current
2024-09-01,LN00001416,2289000,2181187,current
2024-10-01,LN00001416,2289000,2261230,current
2024-11-01,LN00001416,2289000,2218436,current
2024-12-01,LN00001416,2289000,2150828,current
2025-01-01,LN00001416,2289000,2029043,current
2025-02-01,LN00001416,2289000,2036760,current
2025-03-01,LN00001416,2289000,2199291,current
2025-04-01,LN00001416,2289000,2167946,current
2025-05-01,LN00001416,2289000,1967853,dpd_1_29
2025-06-01,LN00001416,2289000,2232092,current
2025-07-01,LN00001416,2289000,2147631,dpd_1_29
2025-08-01,LN00001416,2289000,2199787,current
2025-09-01,LN00001416,2289000,2088274,current
2025-10-01,LN00001416,2289000,2122908,current
2025-11-01,LN00001416,2289000,2128189,current
2025-12-01,LN00001416,2289000,2056029,current
2024-03-01,LN00001417,7381000,7226928,current
2024-04-01,LN00001417,7381000,6844887,current
2024-03-01,LN00001418,863000,854634,current
2024-04-01,LN00001418,863000,820701,current
2024-05-01,LN00001418,863000,810874,current
2024-06-01,LN00001418,863000,797494,current
2024-07-01,LN00001418,863000,768926,current
2024-08-01,LN00001418,863000,775198,current
2024-09-01,LN00001418,863000,820466,current
2024-10-01,LN00001418,863000,790007,current
2024-11-01,LN00001418,863000,798936,current
2024-12-01,LN00001418,863000,833638,current
2025-01-01,LN00001418,863000,851963,current
2025-02-01,LN00001418,863000,764895,dpd_1_29
2025-03-01,LN00001418,863000,522176,dpd_30_59
2025-04-01,LN00001418,863000,617658,dpd_30_59
2025-05-01,LN00001418,863000,824470,current
2025-06-01,LN00001418,863000,831610,current
2025-07-01,LN00001418,863000,790957,current
2025-08-01,LN00001418,863000,814520,current
2025-09-01,LN00001418,863000,772440,current
2025-10-01,LN00001418,863000,796644,current
2025-11-01,LN00001418,863000,809967,dpd_1_29
2024-03-01,LN00001419,2956000,2949332,current
2024-04-01,LN00001419,2956000,2778500,current
2024-05-01,LN00001419,2956000,2857908,current
2024-06-01,LN00001419,2956000,2810879,current
2024-07-01,LN00001419,2956000,2625966,current
2024-08-01,LN00001419,2956000,2890720,current
2024-09-01,LN00001419,2956000,2852030,current
2024-10-01,LN00001419,2956000,2681579,current
2024-11-01,LN00001419,2956000,2742537,current
2024-12-01,LN00001419,2956000,2820910,current
2024-03-01,LN00001420,3291000,3013283,current
2024-04-01,LN00001420,3291000,3273891,current
2024-05-01,LN00001420,3291000,3092206,current
2024-06-01,LN00001420,3291000,3142100,current
2024-07-01,LN00001420,3291000,3203584,current
2024-08-01,LN00001420,3291000,2991101,current
2024-09-01,LN00001420,3291000,2897263,current
2024-10-01,LN00001420,3291000,2952516,current
2024-11-01,LN00001420,3291000,3237219,current
2024-12-01,LN00001420,3291000,3048904,current
2025-01-01,LN00001420,3291000,3017296,current
2024-03-01,LN00001421,1819000,1701197,current
2024-04-01,LN00001421,1819000,1805494,current
2024-05-01,LN00001421,1819000,1670903,current
2024-06-01,LN00001421,1819000,1611749,current
2024-07-01,LN00001421,1819000,1817511,current
2024-08-01,LN00001421,1819000,1635547,current
2024-09-01,LN00001421,1819000,1621278,current
2024-10-01,LN00001421,1819000,1615120,current
2024-11-01,LN00001421,1819000,1609936,current
2024-12-01,LN00001421,1819000,1762813,current
2025-01-01,LN00001421,1819000,1603551,current
2025-02-01,LN00001421,1819000,1612207,current
2024-03-01,LN00001422,19041000,17556689,current
2024-04-01,LN00001422,19041000,18588496,dpd_1_29
2024-05-01,LN00001422,19041000,16474397,dpd_1_29
2024-06-01,LN00001422,19041000,13510907,dpd_30_59
2024-07-01,LN00001422,19041000,13153467,dpd_30_59
2024-08-01,LN00001422,19041000,6054444,dpd_60_89
2024-09-01,LN00001422,19041000,3372392,dpd_90_plus
2024-10-01,LN00001422,19041000,796494,dpd_90_plus
2024-03-01,LN00001423,965000,932046,current
2024-04-01,LN00001423,965000,854974,current
2024-05-01,LN00001423,965000,859245,current
2024-06-01,LN00001423,965000,889821,current
2024-07-01,LN00001423,965000,849320,current
2024-08-01,LN00001423,965000,855511,current
2024-09-01,LN00001423,965000,960055,current
2024-10-01,LN00001423,965000,948354,current
2024-11-01,LN00001423,965000,898018,current
2024-12-01,LN00001423,965000,952871,current
2025-01-01,LN00001423,965000,948386,current
2025-02-01,LN00001423,965000,959901,current
2025-03-01,LN00001423,965000,854019,current
2025-04-01,LN00001423,965000,853836,current
2025-05-01,LN00001423,965000,961058,current
2025-06-01,LN00001423,965000,868630,current
2025-07-01,LN00001423,965000,850170,current
2024-03-01,LN00001424,634000,562852,current
2024-04-01,LN00001424,634000,588514,current
2024-05-01,LN00001424,634000,581491,current
2024-06-01,LN00001424,634000,573644,current
2024-07-01,LN00001424,634000,615266,current
2024-08-01,LN00001424,634000,577678,current
2024-09-01,LN00001424,634000,582619,current
2024-10-01,LN00001424,634000,621188,current
2024-11-01,LN00001424,634000,572299,current
2024-12-01,LN00001424,634000,533549,dpd_1_29
2024-03-01,LN00001425,896000,872814,current
2024-04-01,LN00001425,896000,864655,dpd_1_29
2024-05-01,LN00001425,896000,720621,dpd_1_29
2024-06-01,LN00001425,896000,621488,dpd_30_59
2024-07-01,LN00001425,896000,869140,current
2024-08-01,LN00001425,896000,888710,current
2024-09-01,LN00001425,896000,872665,current
2024-10-01,LN00001425,896000,830598,current
2024-11-01,LN00001425,896000,810656,current
2024-12-01,LN00001425,896000,822910,dpd_1_29
2025-01-01,LN00001425,896000,873936,current
2025-02-01,LN00001425,896000,799161,current
2025-03-01,LN00001425,896000,857484,current
2025-04-01,LN00001425,896000,886789,current
2025-05-01,LN00001425,896000,827864,current
2025-06-01,LN00001425,896000,830244,current
2025-07-01,LN00001425,896000,870789,current
2025-08-01,LN00001425,896000,839433,current
2025-09-01,LN00001425,896000,886572,current
2025-10-01,LN00001425,896000,846345,current
2024-03-01,LN00001426,723000,658807,current
2024-04-01,LN00001426,723000,660274,current
2024-05-01,LN00001426,723000,696967,current
2024-06-01,LN00001426,723000,700046,current
2024-07-01,LN00001426,723000,682430,current
2024-08-01,LN00001426,723000,660084,current
2024-09-01,LN00001426,723000,707075,current
2024-10-01,LN00001426,723000,692012,current
2024-11-01,LN00001426,723000,681428,current
2024-03-01,LN00001427,2060000,1886683,current
2024-04-01,LN00001427,2060000,1951824,current
2024-05-01,LN00001427,2060000,1849425,current
2024-06-01,LN00001427,2060000,1951114,current
2024-07-01,LN00001427,2060000,1948937,current
2024-08-01,LN00001427,2060000,1960745,current
2024-09-01,LN00001427,2060000,1933435,current
2024-10-01,LN00001427,2060000,1896420,current
2024-11-01,LN00001427,2060000,2053024,current
2024-12-01,LN00001427,2060000,1984726,current
2025-01-01,LN00001427,2060000,1927763,current
2025-02-01,LN00001427,2060000,1976886,current
2025-03-01,LN00001427,2060000,1840779,current
2025-04-01,LN00001427,2060000,1921367,current
2025-05-01,LN00001427,2060000,1903301,dpd_1_29
2025-06-01,LN00001427,2060000,1967876,current
2025-07-01,LN00001427,2060000,2015177,current
2025-08-01,LN00001427,2060000,1857823,current
2025-09-01,LN00001427,2060000,1889686,current
2025-10-01,LN00001427,2060000,1831535,current
2025-11-01,LN00001427,2060000,2048106,current
2025-12-01,LN00001427,2060000,1937906,current
2024-03-01,LN00001428,3372000,3087984,current
2024-04-01,LN00001428,3372000,3068019,current
2024-05-01,LN00001428,3372000,3345633,current
2024-06-01,LN00001428,3372000,3236453,current
2024-07-01,LN00001428,3372000,3032707,current
2024-08-01,LN00001428,3372000,3279809,current
2024-09-01,LN00001428,3372000,3039006,current
2024-10-01,LN00001428,3372000,3321223,current
2024-11-01,LN00001428,3372000,3175627,current
2024-03-01,LN00001429,3587000,3300172,current
2024-04-01,LN00001429,3587000,3355774,current
2024-05-01,LN00001429,3587000,3529133,current
2024-06-01,LN00001429,3587000,3400620,current
2024-07-01,LN00001429,3587000,3218132,current
2024-08-01,LN00001429,3587000,3384043,current
2024-09-01,LN00001429,3587000,3326272,current
2024-10-01,LN00001429,3587000,3230770,current
2024-11-01,LN00001429,3587000,3181591,current
2024-12-01,LN00001429,3587000,3351347,current
2025-01-01,LN00001429,3587000,3273232,current
2025-02-01,LN00001429,3587000,3213336,current
2025-03-01,LN00001429,3587000,3366743,current
2025-04-01,LN00001429,3587000,3337401,current
2025-05-01,LN00001429,3587000,3311202,current
2025-06-01,LN00001429,3587000,3485172,current
2025-07-01,LN00001429,3587000,3165210,current
2025-08-01,LN00001429,3587000,3413542,current
2025-09-01,LN00001429,3587000,3481384,current
2025-10-01,LN00001429,3587000,3293342,current
2025-11-01,LN00001429,3587000,3530976,current
2025-12-01,LN00001429,3587000,3355142,current
2024-03-01,LN00001430,157000,140109,current
2024-04-01,LN00001430,157000,156976,current
2024-05-01,LN00001430,157000,150275,current
2024-06-01,LN00001430,157000,154257,current
2024-07-01,LN00001430,157000,141797,current
2024-08-01,LN00001430,157000,149807,current
2024-09-01,LN00001430,157000,154409,current
2024-10-01,LN00001430,157000,139227,current
2024-11-01,LN00001430,157000,150468,current
2024-12-01,LN00001430,157000,151861,current
2025-01-01,LN00001430,157000,149494,current
2025-02-01,LN00001430,157000,146714,current
2025-03-01,LN00001430,157000,143113,current
2025-04-01,LN00001430,157000,150676,current
2025-05-01,LN00001430,157000,155649,current
2025-06-01,LN00001430,157000,151381,current
2025-07-01,LN00001430,157000,151366,current
2025-08-01,LN00001430,157000,149324,current
2025-09-01,LN00001430,157000,154660,current
2025-10-01,LN00001430,157000,153392,current
2025-11-01,LN00001430,157000,144234,current
2025-12-01,LN00001430,157000,146777,current
2024-03-01,LN00001431,952000,933527,current
2024-04-01,LN00001431,952000,881482,current
2024-05-01,LN00001431,952000,906062,current
2024-06-01,LN00001431,952000,849124,current
2024-07-01,LN00001431,952000,889848,current
2024-03-01,LN00001432,765000,748389,current
2024-04-01,LN00001432,765000,719822,current
2024-05-01,LN00001432,765000,680417,current
2024-06-01,LN00001432,765000,705529,current
2024-07-01,LN00001432,765000,750449,current
2024-08-01,LN00001432,765000,741071,current
2024-09-01,LN00001432,765000,691524,current
2024-10-01,LN00001432,765000,732375,current
2024-11-01,LN00001432,765000,744066,current
2024-12-01,LN00001432,765000,752978,current
2025-01-01,LN00001432,765000,732347,current
2025-02-01,LN00001432,765000,724560,current
2025-03-01,LN00001432,765000,698933,current
2025-04-01,LN00001432,765000,709016,current
2025-05-01,LN00001432,765000,674607,current
2025-06-01,LN00001432,765000,740022,current
2025-07-01,LN00001432,765000,695308,dpd_1_29
2025-08-01,LN00001432,765000,504538,dpd_30_59
2025-09-01,LN00001432,765000,531987,dpd_30_59
2025-10-01,LN00001432,765000,427834,dpd_30_59
2025-11-01,LN00001432,765000,747460,current
2025-12-01,LN00001432,765000,762675,current
2024-03-01,LN00001433,713000,652303,current
2024-04-01,LN00001433,713000,695326,current
2024-05-01,LN00001433,713000,669783,current
2024-06-01,LN00001433,713000,676657,current
2024-07-01,LN00001433,713000,633052,current
2024-08-01,LN00001433,713000,634773,current
2024-09-01,LN00001433,713000,661386,current
2024-10-01,LN00001433,713000,708281,current
2024-11-01,LN00001433,713000,640766,dpd_1_29
2024-03-01,LN00001434,2043000,1894232,current
2024-04-01,LN00001434,2043000,1831235,current
2024-05-01,LN00001434,2043000,1925006,current
2024-06-01,LN00001434,2043000,1989832,current
2024-07-01,LN00001434,2043000,1813282,dpd_1_29
2024-08-01,LN00001434,2043000,1772559,dpd_1_29
2024-09-01,LN00001434,2043000,2023186,current
2024-10-01,LN00001434,2043000,1914636,current
2024-11-01,LN00001434,2043000,1945130,current
2024-12-01,LN00001434,2043000,1889127,current
2025-01-01,LN00001434,2043000,2022639,current
2025-02-01,LN00001434,2043000,1798845,current
2025-03-01,LN00001434,2043000,1919966,current
2025-04-01,LN00001434,2043000,2013664,current
2025-05-01,LN00001434,2043000,1958722,current
2025-06-01,LN00001434,2043000,2026401,current
2025-07-01,LN00001434,2043000,1986045,current
2025-08-01,LN00001434,2043000,1876353,current
2025-09-01,LN00001434,2043000,1901835,current
2025-10-01,LN00001434,2043000,1974115,current
2025-11-01,LN00001434,2043000,1855457,current
2025-12-01,LN00001434,2043000,1835593,current
2024-03-01,LN00001435,3295000,2912852,current
2024-04-01,LN00001435,3295000,3159316,dpd_1_29
2024-05-01,LN00001435,3295000,2787827,dpd_1_29
2024-06-01,LN00001435,3295000,1842625,dpd_30_59
2024-07-01,LN00001435,3295000,2200979,dpd_30_59
2024-03-01,LN00001436,458000,432890,current
2024-04-01,LN00001436,458000,430871,current
2024-05-01,LN00001436,458000,425691,dpd_1_29
2024-06-01,LN00001436,458000,403177,dpd_1_29
2024-07-01,LN00001436,458000,418088,current
2024-08-01,LN00001436,458000,421703,current
2024-09-01,LN00001436,458000,430841,current
2024-10-01,LN00001436,458000,421279,current
2024-11-01,LN00001436,458000,420385,current
2024-12-01,LN00001436,458000,419587,current
2025-01-01,LN00001436,458000,434396,current
2025-02-01,LN00001436,458000,450695,current
2025-03-01,LN00001436,458000,457387,current
2025-04-01,LN00001436,458000,439014,current
2025-05-01,LN00001436,458000,403426,current
2025-06-01,LN00001436,458000,403168,current
2025-07-01,LN00001436,458000,404332,current
2025-08-01,LN00001436,458000,412405,current
2025-09-01,LN00001436,458000,447641,current
2025-10-01,LN00001436,458000,379020,dpd_1_29
2025-11-01,LN00001436,458000,273807,dpd_30_59
2025-12-01,LN00001436,458000,245208,dpd_30_59
2024-03-01,LN00001437,343000,339934,current
2024-04-01,LN00001437,343000,290118,dpd_1_29
2024-05-01,LN00001437,343000,288778,dpd_1_29
2024-06-01,LN00001437,343000,225578,dpd_30_59
2024-07-01,LN00001437,343000,226087,dpd_30_59
2024-08-01,LN00001437,343000,130223,dpd_60_89
2024-09-01,LN00001437,343000,54989,dpd_90_plus
2024-10-01,LN00001437,343000,14856,dpd_90_plus
2024-11-01,LN00001437,343000,41421,dpd_90_plus
2024-12-01,LN00001437,343000,63697,dpd_90_plus
2025-01-01,LN00001437,343000,70109,dpd_90_plus
2025-02-01,LN00001437,343000,43565,dpd_90_plus
2025-03-01,LN00001437,343000,61876,dpd_90_plus
2025-04-01,LN00001437,343000,24284,dpd_90_plus
2024-03-01,LN00001438,3386000,3271526,current
2024-04-01,LN00001438,3386000,3112495,current
2024-05-01,LN00001438,3386000,3129060,current
2024-06-01,LN00001438,3386000,3341320,current
2024-07-01,LN00001438,3386000,3252555,current
2024-08-01,LN00001438,3386000,3209687,current
2024-09-01,LN00001438,3386000,3227940,current
2024-10-01,LN00001438,3386000,3233640,current
2024-11-01,LN00001438,3386000,3205115,current
2024-12-01,LN00001438,3386000,3082210,current
2025-01-01,LN00001438,3386000,3229131,current
2025-02-01,LN00001438,3386000,3193393,current
2025-03-01,LN00001438,3386000,3282040,current
2025-04-01,LN00001438,3386000,3235927,current
2025-05-01,LN00001438,3386000,3053237,current
2025-06-01,LN00001438,3386000,3129423,current
2025-07-01,LN00001438,3386000,3249172,current
2024-03-01,LN00001439,561000,546969,current
2024-04-01,LN00001439,561000,554376,current
2024-03-01,LN00001440,274000,269398,current
2024-04-01,LN00001440,274000,257746,current
2024-05-01,LN00001440,274000,258254,current
2024-06-01,LN00001440,274000,273781,current
2024-07-01,LN00001440,274000,266993,current
2024-03-01,LN00001441,938000,922263,current
2024-04-01,LN00001441,938000,874083,current
2024-05-01,LN00001441,938000,875921,current
2024-06-01,LN00001441,938000,846492,dpd_1_29
2024-07-01,LN00001441,938000,845434,dpd_1_29
2024-08-01,LN00001441,938000,914926,current
2024-09-01,LN00001441,938000,855809,current
2024-10-01,LN00001441,938000,881255,current
2024-11-01,LN00001441,938000,840875,current
2024-12-01,LN00001441,938000,911958,current
2025-01-01,LN00001441,938000,899216,current
2025-02-01,LN00001441,938000,900277,current
2025-03-01,LN00001441,938000,897036,current
2025-04-01,LN00001441,938000,936275,current
2025-05-01,LN00001441,938000,855914,current
2025-06-01,LN00001441,938000,927462,current
2025-07-01,LN00001441,938000,898042,current
2025-08-01,LN00001441,938000,867485,current
2025-09-01,LN00001441,938000,870664,current
2025-10-01,LN00001441,938000,870034,current
2024-03-01,LN00001442,379000,377604,current
2024-04-01,LN00001442,379000,311861,dpd_1_29
2024-05-01,LN00001442,379000,355106,current
2024-06-01,LN00001442,379000,348373,current
2024-07-01,LN00001442,379000,366523,current
2024-08-01,LN00001442,379000,354434,current
2024-09-01,LN00001442,379000,368646,current
2024-10-01,LN00001442,379000,357306,current
2024-11-01,LN00001442,379000,368813,current
2024-12-01,LN00001442,379000,364393,current
2025-01-01,LN00001442,379000,371685,current
2025-02-01,LN00001442,379000,329813,dpd_1_29
2025-03-01,LN00001442,379000,255124,dpd_30_59
2025-04-01,LN00001442,379000,371851,current
2025-05-01,LN00001442,379000,343776,current
2025-06-01,LN00001442,379000,348248,current
2025-07-01,LN00001442,379000,371608,current
2025-08-01,LN00001442,379000,357834,current
2025-09-01,LN00001442,379000,369287,current
2025-10-01,LN00001442,379000,369960,current
2024-03-01,LN00001443,312000,304928,current
2024-04-01,LN00001443,312000,307778,current
2024-05-01,LN00001443,312000,260541,dpd_1_29
2024-06-01,LN00001443,312000,303403,current
2024-07-01,LN00001443,312000,278180,current
2024-08-01,LN00001443,312000,288578,current
2024-03-01,LN00001444,437000,393725,current
2024-04-01,LN00001444,437000,393083,current
2024-05-01,LN00001444,437000,401855,current
2024-06-01,LN00001444,437000,399691,current
2024-07-01,LN00001444,437000,406100,current
2024-08-01,LN00001444,437000,420507,current
2024-09-01,LN00001444,437000,428100,current
2024-10-01,LN00001444,437000,386494,current
2024-11-01,LN00001444,437000,395881,current
2024-12-01,LN00001444,437000,419007,current
2025-01-01,LN00001444,437000,394475,current
2025-02-01,LN00001444,437000,423445,current
2025-03-01,LN00001444,437000,436333,current
2025-04-01,LN00001444,437000,384734,current
2025-05-01,LN00001444,437000,388277,current
2025-06-01,LN00001444,437000,407734,current
2025-07-01,LN00001444,437000,398404,current
2025-08-01,LN00001444,437000,410653,current
2025-09-01,LN00001444,437000,416120,current
2025-10-01,LN00001444,437000,403213,current
2025-11-01,LN00001444,437000,430606,current
2025-12-01,LN00001444,437000,433337,current
2024-03-01,LN00001445,1197000,1159659,current
2024-04-01,LN00001445,1197000,1122948,current
2024-05-01,LN00001445,1197000,990760,dpd_1_29
2024-06-01,LN00001445,1197000,1119614,dpd_1_29
2024-07-01,LN00001445,1197000,1162483,dpd_1_29
2024-08-01,LN00001445,1197000,694878,dpd_30_59
2024-09-01,LN00001445,1197000,676580,dpd_30_59
2024-03-01,LN00001446,3274000,2944057,current
2024-04-01,LN00001446,3274000,2914199,dpd_1_29
2024-05-01,LN00001446,3274000,3271063,current
2024-06-01,LN00001446,3274000,3009156,current
2024-07-01,LN00001446,3274000,2979702,current
2024-08-01,LN00001446,3274000,3029182,current
2024-09-01,LN00001446,3274000,3193663,current
2024-10-01,LN00001446,3274000,3079887,current
2024-11-01,LN00001446,3274000,3011369,dpd_1_29
2024-12-01,LN00001446,3274000,2971035,dpd_1_29
2025-01-01,LN00001446,3274000,2062485,dpd_30_59
2025-02-01,LN00001446,3274000,1943041,dpd_30_59
2025-03-01,LN00001446,3274000,1143882,dpd_60_89
2025-04-01,LN00001446,3274000,404022,dpd_90_plus
2025-05-01,LN00001446,3274000,445391,dpd_90_plus
2025-06-01,LN00001446,3274000,676680,dpd_90_plus
2025-07-01,LN00001446,3274000,745970,dpd_90_plus
2025-08-01,LN00001446,3274000,146541,dpd_90_plus
2025-09-01,LN00001446,3274000,398596,dpd_90_plus
2025-10-01,LN00001446,3274000,123233,dpd_90_plus
2025-11-01,LN00001446,3274000,633596,dpd_90_plus
2025-12-01,LN00001446,3274000,704111,dpd_90_plus
2024-03-01,LN00001447,501000,451435,current
2024-04-01,LN00001447,501000,472509,current
2024-05-01,LN00001447,501000,443874,current
2024-06-01,LN00001447,501000,473616,current
2024-07-01,LN00001447,501000,437934,dpd_1_29
2024-08-01,LN00001447,501000,486694,dpd_1_29
2024-03-01,LN00001448,620000,562120,current
2024-04-01,LN00001448,620000,541551,dpd_1_29
2024-05-01,LN00001448,620000,568109,current
2024-03-01,LN00001449,11369000,10726918,current
2024-04-01,LN00001449,11369000,10730797,dpd_1_29
2024-05-01,LN00001449,11369000,8131462,dpd_30_59
2024-06-01,LN00001449,11369000,5924881,dpd_30_59
2024-07-01,LN00001449,11369000,3237568,dpd_60_89
2024-08-01,LN00001449,11369000,1101895,dpd_90_plus
2024-09-01,LN00001449,11369000,759389,dpd_90_plus
2024-10-01,LN00001449,11369000,2136610,dpd_90_plus
2024-11-01,LN00001449,11369000,2534752,dpd_90_plus
2024-12-01,LN00001449,11369000,700314,dpd_90_plus
2025-01-01,LN00001449,11369000,1416037,dpd_90_plus
2025-02-01,LN00001449,11369000,1338358,dpd_90_plus
2025-03-01,LN00001449,11369000,801853,dpd_90_plus
2025-04-01,LN00001449,11369000,2001786,dpd_90_plus
2025-05-01,LN00001449,11369000,469506,dpd_90_plus
2025-06-01,LN00001449,11369000,1277516,dpd_90_plus
2025-07-01,LN00001449,11369000,1844189,dpd_90_plus
2025-08-01,LN00001449,11369000,2112110,dpd_90_plus
2025-09-01,LN00001449,11369000,2562937,dpd_90_plus
2025-10-01,LN00001449,11369000,1230022,dpd_90_plus
2025-11-01,LN00001449,11369000,2163685,dpd_90_plus
2025-12-01,LN00001449,11369000,2553050,dpd_90_plus
2024-03-01,LN00001450,303000,288753,current
2024-04-01,LN00001450,303000,279802,current
2024-05-01,LN00001450,303000,245378,dpd_1_29
2024-06-01,LN00001450,303000,197707,dpd_30_59
2024-07-01,LN00001450,303000,161506,dpd_30_59
2024-08-01,LN00001450,303000,293114,current
2024-09-01,LN00001450,303000,288566,current
2024-10-01,LN00001450,303000,277947,current
2024-11-01,LN00001450,303000,285697,current
2024-12-01,LN00001450,303000,268564,current
2025-01-01,LN00001450,303000,302677,current
2025-02-01,LN00001450,303000,267540,current
2024-03-01,LN00001451,20462000,20409122,current
2024-04-01,LN00001451,20462000,18416457,current
2024-05-01,LN00001451,20462000,18514075,current
2024-06-01,LN00001451,20462000,20435994,current
2024-07-01,LN00001451,20462000,18041057,current
2024-08-01,LN00001451,20462000,18134631,dpd_1_29
2024-09-01,LN00001451,20462000,18093528,current
2024-03-01,LN00001452,1682000,1665727,current
2024-04-01,LN00001452,1682000,1378632,dpd_1_29
2024-03-01,LN00001453,1483000,1481546,current
2024-04-01,LN00001453,1483000,1312300,dpd_1_29
2024-05-01,LN00001453,1483000,1336062,dpd_1_29
2024-06-01,LN00001453,1483000,1439014,dpd_1_29
2024-07-01,LN00001453,1483000,786802,dpd_30_59
2024-08-01,LN00001453,1483000,561433,dpd_60_89
2024-09-01,LN00001453,1483000,397552,dpd_60_89
2024-10-01,LN00001453,1483000,672699,dpd_60_89
2024-11-01,LN00001453,1483000,569419,dpd_60_89
2024-12-01,LN00001453,1483000,403751,dpd_60_89
2024-03-01,LN00001454,486000,467190,current
2024-04-01,LN00001454,486000,446456,current
2024-05-01,LN00001454,486000,412680,dpd_1_29
2024-06-01,LN00001454,486000,484454,dpd_1_29
2024-07-01,LN00001454,486000,470210,current
2024-08-01,LN00001454,486000,442188,current
2024-09-01,LN00001454,486000,478769,current
2024-10-01,LN00001454,486000,466717,current
2024-11-01,LN00001454,486000,480140,current
2024-12-01,LN00001454,486000,425580,dpd_1_29
2025-01-01,LN00001454,486000,401373,dpd_1_29
2025-02-01,LN00001454,486000,462337,current
2025-03-01,LN00001454,486000,438786,current
2025-04-01,LN00001454,486000,455103,current
2025-05-01,LN00001454,486000,471505,current
2025-06-01,LN00001454,486000,452083,current
2025-07-01,LN00001454,486000,472229,current
2025-08-01,LN00001454,486000,429372,current
2024-03-01,LN00001455,2990000,2751539,current
2024-04-01,LN00001455,2990000,2881886,dpd_1_29
2024-05-01,LN00001455,2990000,2146601,dpd_30_59
2024-06-01,LN00001455,2990000,2827125,current
2024-07-01,LN00001455,2990000,2819168,dpd_1_29
2024-08-01,LN00001455,2990000,1598693,dpd_30_59
2024-09-01,LN00001455,2990000,2117238,dpd_30_59
2024-10-01,LN00001455,2990000,1928323,dpd_30_59
2024-11-01,LN00001455,2990000,1956899,dpd_30_59
2024-12-01,LN00001455,2990000,1805798,dpd_30_59
2025-01-01,LN00001455,2990000,2935963,current
2025-02-01,LN00001455,2990000,2953537,current
2025-03-01,LN00001455,2990000,2889730,current
2025-04-01,LN00001455,2990000,2752342,current
2025-05-01,LN00001455,2990000,2792300,current
2025-06-01,LN00001455,2990000,2829526,current
2025-07-01,LN00001455,2990000,2850955,current
2025-08-01,LN00001455,2990000,2809606,current
2025-09-01,LN00001455,2990000,2965885,current
2025-10-01,LN00001455,2990000,2773322,current
2025-11-01,LN00001455,2990000,2696918,current
2025-12-01,LN00001455,2990000,2894714,current
2024-03-01,LN00001456,17638000,17045015,current
2024-04-01,LN00001456,17638000,16027148,current
2024-05-01,LN00001456,17638000,16604469,current
2024-06-01,LN00001456,17638000,15524208,current
2024-07-01,LN00001456,17638000,16930568,current
2024-08-01,LN00001456,17638000,15631937,current
2024-09-01,LN00001456,17638000,17482980,current
2024-10-01,LN00001456,17638000,16389623,current
